"X","hand.label","expert.ind","max.class","verified","username","description","hand.label_simplified"
65,"acad","no","acad",FALSE,"JennBoddicker","Author, scientist, feminist, activist.","acad"
66,"acad","no","acad",FALSE,"isaidhi","Scientist in San Diego, Dem and  Socialist since 1984.","acad"
67,"acad","no","acad",FALSE,"SondraCosgrove","College of Southern Nevada History Professor 
Executive Director Vote Nevada 
Disclaimer: tweets are my own.
Yes on 3
Final Five Voting","acad"
68,"other","no","acad",FALSE,"Gpubrel","Dem Seniors advocate and p.r. pro.Delegate/whip to Dem Nat. Convention and Biden campaign staff. PR pro. Former adjunct prof. Temple U.","other"
69,"acad","yes","acad",FALSE,"DrLarryBKeating","Physics, Archaeology, AI, UAV policy, technology, Anthropology, Paleontology,  Philosophy, English, Literature, climate research,  medical research, History.","acad"
70,"acad","no","acad",FALSE,"HayatAlvi","Professor, Political Science, Mideast, South Asia, Islam, Genocide Studies (tweets are my own views/RTs don't = support).  It's Dr. Alvi if you're nasty!","acad"
71,"acad","no","acad",FALSE,"micRobusta","Clemson Tiger, cooking enthusiast. Research Associate studying transkingdom interactions in the gut @ Dishaw Lab, USF","acad"
72,"acad","no","acad",FALSE,"Mrespect1K","Global healthcare, Scientist, Activist, Human Rights Supporter","acad"
73,"other","no","acad",FALSE,"TIRivermutt","Retired College Professor & Ex-Corporate Controller/VP/Accountant 25+ yrs","other"
74,"acad","yes","acad",FALSE,"DonBoesch","Ocean scientist. @UMCES president emeritus. Focused on limiting climate change and Gulf of Mexico & Chesapeake Bay ecosystems.","acad"
75,"acad","yes","acad",FALSE,"SeafoodSafe_UTS","Research led by Shauna Murray at @UTS_Science  #harmfulalgae #dinoflagellate #aquaculture #ciguatera #SeafoodSafety #oyster #molecularecology #phytoplankton","acad"
76,"other","no","acad",FALSE,"KenDerow","GMIFY: A New Paradigm for Market Research Studies Using Gamification to Create Engaged, Entertained Respondents, Producing Higher Quality Data for Less Cost","other"
77,"other","no","acad",FALSE,"science_barbie","Coastal social scientist and Ph.D. candidate at UCSC researching sea-level rise adaptation. Loves spotted moray eels :rainbow flag: :star of David:︎ :woman surfing: medium-light skin tone: (she/her)","other"
78,"acad","yes","acad",FALSE,"RossDynamicsLab","Helping deliver pizzas to the Moon :pizza::right arrow::waning gibbous moon:| Videos https://t.co/r6EpTBhI1q | Professor Virginia Tech, Aerospace & Ocean Engineering | Caltech PhD Physics & Engineering","acad"
79,"acad","yes","acad",FALSE,"dh_slone","Research Ecologist @USGSAquaticLife. manatees, movement & spatial ecology, seagrass, #Rstats, #GIS, #Bayes, #ADHD. Personal account. @dh_slone@ecoevo.social","acad"
80,"other","no","acad",FALSE,"fisheye_view","Photographer, computer scientist, birdwatcher, lake dweller. Retired Mars rover camera operator. @fisheye_view at mastodon and post, as the bird goes south.","other"
81,"acad","no","acad",FALSE,"drdoodlie1994","Distinguished professor emerita; Disability Resources. #DAPi. Ricardian. #Resist. Against racism, misogyny, ableism & homophobia. #NeverAgain","acad"
82,"acad","no","acad",FALSE,"sheliaf855","Nursing Professor, living in a red state, Stop Trump!","acad"
83,"acad","no","acad",FALSE,"CalBearRepublic","Researcher by day, world traveller, trekker, runner by life. Staying curious and striving to be fearless.","acad"
84,"other","no","acad",FALSE,"cindy_everitt","I'm a Democrat, A former hospice CNA, still a caregiver, because that's what I do. I believe in science, facts, and research . absolutely NO DMS. :blue heart:","other"
85,"acad","yes","acad",FALSE,"sherry_l_larkin","Director, Florida Sea Grant and Professor, Food and Resource Economics @UF","acad"
86,"acad","no","acad",FALSE,"AaronOwji","CryoEM & Ion Channels, Columbia University Postdoctoral Researcher, views my own and likes are not endorsements","acad"
87,"acad","no","acad",FALSE,"Magyosunim","Assistant Professor, ESL Retired.","acad"
88,"acad","no","acad",FALSE,"PGAfilm","independent filmmaker. professor of film dept, @ringlingcollege. co-director of @thejohnaproject, supporting @NPR storytellers abroad.","acad"
89,"other","no","acad",FALSE,"jeannefisher17","Retired adjunct prof. medicine, 3 grown daug, 3 GS. Dem Activist, political junkie..Gold Star family (grandfather) 6th GG Commandant Revolutionary War","other"
90,"acad","yes","acad",FALSE,"francisangi","Associate Professor @UUEarthSciences, @UUGeo @UniUtrecht. Research: Oceans, Dinoflagellates, Paleoclimate, Antarctica, coastal zones, human impact","acad"
91,"other","no","acad",FALSE,"lisascherff","FSU, Ole Miss; English & AP Research teacher; proud NCTE member; pet lover; trying to do better; missing Hawaii; views are my own; she/her","other"
92,"other","no","acad",FALSE,"Cultiv8Hope","Talk to  #Scientist 
Lonnie Marshall James III ??? ljames@mid-del.net 
or thru the #NativeAmerican 
Choctaw Tribal Nation","other"
93,"acad","yes","acad",FALSE,"iTAG_Science","iTAG, or integrated track of aquatic animals across the Gulf of Mexico, is a research network that connects telemetry researchers within the Gulf of Mex.","acad"
94,"other","no","acad",FALSE,"chessawessa","RETIRED :grinning face::clapping hands::thumbs up: Gardening, pursuing art :framed picture: writing :writing hand: research :thinking face:history reading :open book: literature that alters my mind and loving the life I have.","other"
95,"acad","no","acad",FALSE,"PHLane","Academic physician-scientist, kidney communicator, book author, and empty-nest mom, now learning the ropes of widowhood.","acad"
96,"other","no","acad",FALSE,"terri_watts13","Lock Trump up:balance scale:Antifa:prohibited:Vegan since 1968:carrot:B.A., M.A., former English lit. professor :books: Zen-ish:yin yang:Ukraine is sovereign:flag: Ukraine:US is sliding into autocracy:globe showing Europe-Africa:","other"
97,"acad","no","acad",FALSE,"Freediver_Doris","human, scientist & freediver  :globe showing Americas::globe showing Europe-Africa::globe showing Asia-Australia:  
#Resistance #FridaysForFuture #ClimateChange #NoAfD #IStandWithUkraine #science #StopPutin #StopTrump #NAFO 
:flag: European Union::water wave::water wave::water wave:","acad"
98,"acad","no","acad",FALSE,"karencruzen1","RN, Professor, Academic Dean, Real Estate Broker, entrepreneur, Progressive,  RESISTER. Reiki Energy Master, assertive civil rights supporter & promoter.","acad"
99,"acad","yes","acad",FALSE,"jgrantburns","Traveler, Naturalist, Horticulturist, Physics/BioEducator, scientist in family of legal minds.","acad"
100,"other","no","acad",FALSE,"grripper0101","Earthling, Patriot, fiercely Independent, Scientist, Anti Nazi, anti bullshit, be cool or fuck you","other"
101,"acad","yes","acad",FALSE,"HarborBranch","A research community of marine scientists, engineers and educators focused on Ocean Science for a Better World.","acad"
102,"acad","no","acad",FALSE,"KMDANE","Legislative Research-will fight for our democracy.          Social Justice Activist","acad"
103,"acad","no","acad",FALSE,"DrNeilHammer","Scientist | Educator | Shark Diver | :flag: South Africa::flag: Canada::flag: United States::shark:","acad"
104,"other","no","acad",FALSE,"GivenGrace1986","Crone. Dreams, Art & Research. Friend of Bill’s","other"
105,"acad","no","acad",FALSE,"raeraeh1","scientist,public health, wife,mom,committed to fairness, golden rule rules,just getting thru the day,looking everywhere for moments to enjoy #VoteBlue :water wave::water wave::water wave:","acad"
106,"acad","no","acad",FALSE,"kim_crawley","Cybersecurity research: @IOActive @attcyber @BlackBerry

8 Steps to Better Security @WileyTech
Hacker Culture: A to Z in 2023 @OReillyMedia

#WearAMask!
She/her","acad"
107,"acad","yes","acad",FALSE,"SharkStudies","American Shark Conservancy                    Research & Outreach for Conservation","acad"
108,"acad","no","acad",FALSE,"IFASGovAffairs","Secures funding and affects policy allowing @UF_IFAS to continue serving Florida through teaching, research and Extension.","acad"
109,"other","no","acad",FALSE,"ToberLana","I think for myself, love research and history. I buy actual books, read them all and I keep them too. Try it.","other"
110,"other","no","acad",FALSE,"AlexHolzbach","Proud Floridian. @FloridaState alumnus & booster. Republican politics: consulting, research, and data.","other"
111,"other","no","acad",FALSE,"RosalieVermeire","Here to use research skills to learn and to share information. Keen observer of the changes of the seasons. Homelessness is obscene. Corruption is overwhelming.","other"
112,"acad","yes","acad",FALSE,"MotherOfRays","Marine Scientist ~ Stingray Stalker ~ #TeamFish :call me hand:
#WomenInSTEM
:elephant:: @MotherOfRays@ecoevo.social","acad"
113,"acad","yes","acad",FALSE,"doc_tellez","IUCN/SSC-Crocodile Specialist Group's sub-Regional Chair of Central America&the Caribbean; founder of Crocodile Research Coalition; NSF Fellow","acad"
114,"other","no","acad",FALSE,"nightbird39","UAW Granddaughter, Daughter of a Scientist & Teacher. First & Third generation immigrant. Democrat By Birth. Supporting right to choose","other"
115,"other","no","gov",TRUE,"jrgaillot","@UofHartford @Harvard educated Legislative Director. Former Democratic Candidate for Commissioner of Agriculture and Consumer Services.:flag: Haiti: :flag: U.S. Outlying Islands:","other"
116,"gov","no","gov",TRUE,"FarmerForFLSen","Proud dad of Hannah & Abby, Circuit Court Judge & former Senator from Broward County.  Go Noles! :oden:","gov"
117,"gov","no","gov",TRUE,"JimBoydFL","Husband, Father, Grandfather & Businessman. FL State Senator for the 20th District","gov"
118,"other","no","gov",TRUE,"SenJanetCruz","Fourth generation Tampa resident. Former Florida House Minority Leader and State Senator. Running to serve Tampa on the City Council.","other"
119,"gov","no","gov",TRUE,"FedCitSci","https://t.co/iktDgSM9cE is an official government site designed to help federal agencies accelerate innovation through public participation.","gov"
120,"other","no","gov",FALSE,"loudmouth25","Author of Championship Hangover and Dueling Dynasties and wannabe politician","other"
121,"other","no","gov",FALSE,"Fivetermer","Mother, grandmother, former social studies/government teacher and state legislator who loves politics, camping and any place close to water.","other"
122,"other","no","gov",FALSE,"sillygrandma99","Still standing, but barely, while upholding your civil rights in Illinois against government corruption #Bitcoin #HEX crypto","other"
123,"other","no","gov",FALSE,"02Cents0","Demanding a government that works FOR the people.","other"
124,"other","yes","gov",FALSE,"Efflux_Corp","éfflux corp brokers algae based effluent solutions for environmentally i.e. socially responsible industries and government.","other"
125,"other","no","gov",FALSE,"KevCKing","Livin' in the Sunshine :sun: Dad to Casey :boy: light skin tone: Survived 20 yrs. in politics & government :classical building: Now in development :building construction:","other"
126,"other","no","gov",FALSE,"Mycatsarerocks","Mother. Wife. Small business owner. Learning how our government works.  I try to keep an open mind but don't listen to bots and trolls.  Facts are facts.","other"
127,"other","no","gov",FALSE,"walcath1","US Government-retired; active with MoveOn, Common Cause, PDA, DEC, 2016 Bernie delegate, & more. Dedicated to government of, by, and for the American people.","other"
128,"other","no","gov",FALSE,"TeriWilson1","Trump Insurrection 1-6-21 Maybe if our government took decent care of soldiers they wouldn’t end up storming the Capitol.","other"
129,"other","no","gov",FALSE,"jgionova","Stop #PayToPlay @MiamiDadeCounty! 
#DumpTrump by recalling Miami-Dade Mayor #Gimenez Sign the https://t.co/L7Ot2BdNvR petition: https://t.co/JpoFLZoehs!","other"
130,"other","no","gov",FALSE,"catlove71040608","California girl, accidentally born in Washington. Now in California forever. I Resist. no DM’s Expect more from our government. Climate Change is real.","other"
131,"other","no","gov",FALSE,"MaryRWilliams4","government of the people, by the people,  for the people, shall not perish from the earth.","other"
132,"other","no","gov",FALSE,"mcperry1295","Put your trust in Yahweh not in the government","other"
133,"other","no","gov",FALSE,"bryanerock","#Entrepreneur in #government, #humancapital, #entertainment, & #workforce development. #EMT #Firefighter #DMT #Diver. @pmcva Retweets ≠ endorsement","other"
134,"other","no","gov",FALSE,"SueLeugers","Gov Officials & Agencies Government & Politics United States Cabinet Animal rights Indigenous rights People looking to also learn","other"
135,"other","no","gov",FALSE,"MuttJaco1","Proud American, too bad our government can’t say the same.","other"
136,"other","no","gov",FALSE,"cc30622","concerned and fed up citizen of the USA, tired of watching the destruction of our beautiful country and in search of an honest government. #RESIST","other"
137,"acad","no","gov",FALSE,"bpj1701","Government/History Professor,  Former Mayor, Runner, Punner, Dog Lover and generally all around a very silly person","acad"
138,"other","no","gov",FALSE,"Political_Ethic","Non-Partisan organization dedicated to monitoring the ethics & integrity of government officials. What kind of ethics do your reps have? #PoliticalEthicWatch","other"
139,"other","no","gov",FALSE,"sanpptx","Happy retweeter of truths msm ignores! Informed citizens make government better.  Save Democracy vote Biden/Harris! Persevere for future generations","other"
140,"other","no","gov",FALSE,"maier_amsden","There are roughly two forms of government - democracy and oligarchy. I choose democracy.","other"
141,"media","no","gov",FALSE,"ByRobertoR","Louisville Politics & Government @WFPLNews. Florida man :flag: Puerto Rico:. Formerly: @MyVPM @WUSF & more. Tips: rroldan@WFPL.org","media"
142,"other","no","gov",FALSE,"Petronia17","PBS British Mystery fan, word game junkie and advocate for Good Government. To Kill A Mockingbird best American Novel.","other"
143,"gov","no","gov",FALSE,"ChrisLa1974","Pinellas County Commissioner. Christian. UCF Grad. Political Consultant.","gov"
144,"other","no","gov",FALSE,"MichiganDeb1","Deb Grossbach. Michigander (born Hoosier), Engineer, Country Girl in the City #M4A #GND #NoWar. Our government does not care about us. (Personal account).","other"
145,"other","no","gov",FALSE,"AgiAthens","Government & Politics Art Arts & Culture Design & Architecture Sports #GoDawgs #AtlantaBraves #Resist2020","other"
146,"other","no","gov",FALSE,"DavidJW85570923","retired telephone technician for the government","other"
147,"other","no","gov",FALSE,"gem4net","Keen Observer! Retired Urban Planner, Student of Mediterranean Cuisine at Culinary Institute of Italy, reader & firm believer in government without politics.","other"
148,"gov","no","gov",FALSE,"ManateeLP","The Fastest growing party, that believes in Free Americans solving our problems, not Big Government!","gov"
149,"other","no","gov",FALSE,"Its_EasyJ",":black small square:Tri-Citi Hurricanes Baseball Commissioner:baseball:️ :black small square:A Dreamers Garage Car Show :black small square:Winner’s Circle Automotive","other"
150,"other","no","gov",FALSE,"GZurwell",":victory hand::blue heart::sunflower::skier:, Believer in good government, science, history. Dem.","other"
151,"other","no","gov",FALSE,"For2000years","""""I have certain rules I live by. My first rule: I don't believe anything the government tells me. Nothing. Zero."""" - George Carlin","other"
152,"other","no","gov",FALSE,"TellisMae","Dedicated to a government that functions to take care of ALL. #Resist #Indivisible #ImpeachTrump :water wave::water wave::water wave::water wave:","other"
153,"other","no","gov",FALSE,"RetoskeAndrew","Jennifer 9/10/18 :red heart: Animal Lover :paw prints: Nina Turner for Congress 2022 • Dianne Morales for NYC Mayor :orange circle::yellow circle::purple circle: #NotMeUs :rose:#FreePalestine :flag: Palestinian Territories:","other"
154,"other","no","gov",FALSE,"BarbaraBragg3","Retired Federal Employee; worked for Senator Allen J Ellender (D-La) and President Jimmy Carter; Democratic Women Club; Poodle lover; Cookbook author","other"
155,"gov","yes","gov",FALSE,"MarineMammalCom","An independent, science-based agency of the US Government, created under the MMPA, that works to conserve and protect marine mammals.","gov"
156,"other","no","gov",FALSE,"Sammysgranny","mom * grandma * retired teacher * small town mayor (just retired 2018) * resistance * no lists *","other"
157,"other","no","gov",FALSE,"LWVSPA","The League of Women Voters is a nonpartisan political organization  encouraging informed and active participation in government. We are in St. Petersburg, FL.","other"
158,"other","no","gov",FALSE,"KDONS661","New Haven CT. Notre Dame HS Villanova Univ.1976 Government Bond Trader  Westport CT and Charlestown RI.Wife and 4  children.","other"
159,"other","no","gov",FALSE,"courtchauncey","#Marco Rubio Favorite #US Senator God works for the good of those who love him,who are called according to his purpose.Romans 8:28 :folded hands: #RubioRepublcan #DAV:flag: United States:","other"
160,"other","no","gov",FALSE,"Canoe747","Free Thinking Snowflake
I """"Do No Harm But Take No Shit""""
THC Therapy
#TrumpResistor
Blocked by JUNIOR senator Rick Scott and Dana Loesch, maybe more.","other"
161,"other","no","gov",FALSE,"LwvManatee","The League of Women Voters, a non-partisan political organization, encourages informed and active participation in government.
Retweets are not endorsements.","other"
162,"other","no","gov",FALSE,"kckitty","Blue in a Red State. 2 Cousins were governors of Kansas: Bill Graves, (moderate) GOP, John W. Carlin, Dem. Also, my Mom was 1st female mayor of Salina, KS.","other"
163,"gov","no","gov",FALSE,"kenforflorida","Small business owner turned community organizer who became a Miami City Commissioner.","gov"
164,"other","no","gov",FALSE,"marvswife","x- Chicagoan,living in the bluest of the blue https://t.co/mLc94snA6D DM’s. Followed by Senate Majority Leader Chuck Schumer & Senator Sheldon Whitehouse.","other"
165,"acad","yes","gov",FALSE,"geokem7","Ph.D. in Geological Sciences. Geochemist with interests in environmental and geological sciences, foreign affairs and government (Navy vet (SWO)).","acad"
166,"media","no","media",TRUE,"ImQuishaK",":latin cross: | Mom:red heart: | Education Freedom Advocate | Watch on https://t.co/Jc32cplcN0  Host of #TheQuishaKingShow | Fndr #MassExodus Movement","media"
167,"other","no","media",TRUE,"JoshNavarroTV","Storyteller-Imaginative-Witty:dizzy: | Bilingual :flag: United States::flag: Mexico::flag: Costa Rica: | Former TV Reporter | @Floridastate Alum | Member of @NAHJ | RT/likes ≠ endorsements | Views are mine","other"
168,"media","no","media",TRUE,"MalenaCarollo","Investigative reporter for @themarkup | Formerly @TB_Times, @CSMPasscode | alumna @Columbiajourn | Signal/:telephone receiver:: (813) 591-0688","media"
