"","text","author_id","reply_settings","created_at.x","id","possibly_sensitive","conversation_id","lang","in_reply_to_user_id","location","verified","profile_image_url","username","name","protected","description","url","created_at.y","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"11","Lake residents frustrated by algae in St. Pete . http   www fox13news com news local news lake residents frustrated by blue green algae in st pete","1004668119238004736","everyone",2019-01-15 00:39:17,"1084973259840520192",FALSE,"1084973259840520192","en",NA,"Virginia, USA",FALSE,"https://pbs.twimg.com/profile_images/1028608846477123584/E4-J4Ooz_normal.jpg","algawatch","algawatch",FALSE,"collection of reports on harmful algae blooms","https://t.co/9IydbBydhJ","2018-06-07T10:15:20.000Z",NA,0,0,0,0,0,124,0,406,3,NA,"Lake residents frustrated by algae in St. Pete https://t.co/hfdrvRuWMG"
"12","FL: Lake residents frustrated by algae in St. Pete . https   www fox13news com news lake residents frustrated by algae in st pete","63519179","everyone",2019-01-24 00:55:32,"1088238839452323843",FALSE,"1088238839452323843","en",NA,"Michigan",FALSE,"https://pbs.twimg.com/profile_images/1022653074509246464/CjLYUJWu_normal.jpg","canetwork","Community Assns Net",FALSE,"Primary source for condo & HOA news stories from around the world","http://t.co/iuKCNjQTKk","2009-08-06T19:39:16.000Z",NA,0,0,1,0,0,2516,931,32996,48,NA,"FL: Lake residents frustrated by algae in St. Pete https://t.co/1wMqYioljV"
"13","@GovRonDeSantis we are headed for another really bad red tide season. I own a home in Madeira Beach on the intercoastal. I’m asthmatic and hard a very hard time last year. I don’t think I can survive another year. HELP!
. http   www fox13news com news fox 13 investigates florida s toxic algae crisis conditions ripe for years of blue green algae blooms","132248831","everyone",2019-05-22 23:17:58,"1131338443441807360",FALSE,"1131338443441807360","en","1058807868","Florida, USA",FALSE,"https://pbs.twimg.com/profile_images/1605577963910701056/mSmhonEu_normal.jpg","midlifewomanon1","Vigilant Grandma ☮️❤️🌈",FALSE,"Young grandma with the heart of a lioness 💙🤩💙🇺🇸 No DM’s please. No Lists 🚫 Search Vigilant Grandma on Tribel!","https://t.co/NqT688hUM0","2010-04-12T18:17:46.000Z","1594825913287737344",1,0,1,0,0,9706,9838,60465,19,NA,"@GovRonDeSantis we are headed for another really bad red tide season. I own a home in Madeira Beach on the intercoastal. I’m asthmatic and hard a very hard time last year. I don’t think I can survive another year. HELP!
https://t.co/g7F4imjTvY"
"14","The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the algae is a type of cyanobacteria called lyngbya, reports @angie_angers

. https   www baynews9 com fl tampa news 2019 05 26 gumbo blue green algae discovered in manatee pinellas counties","17308428","everyone",2019-05-26 18:03:01,"1132708735594434560",FALSE,"1132708735594434560","en",NA,"Tampa Bay area",TRUE,"https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg","BN9","Spectrum Bay News 9",FALSE,"Breaking news first in Tampa Bay. Continuous updates and in-depth coverage only @BN9, @BN9weather and @BN9Traffic can provide  |  News. Weather. Now.","http://t.co/j3OZJEwDmE","2008-11-11T12:03:53.000Z",NA,5,0,1,2,0,384393,446,145259,1754,NA,"The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the algae is a type of cyanobacteria called lyngbya, reports @angie_angers

https://t.co/HvOEpmwRuN"
"15","RT @BN9: The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the…","796547322452787204","everyone",2019-05-26 18:07:52,"1132709954090164226",FALSE,"1132709954090164226","en",NA,"🌎",FALSE,"https://pbs.twimg.com/profile_images/891085612270456832/sXTKpZPa_normal.jpg","darbyfamilySH","🇮🇪DARBY🇺🇸",FALSE,"💙 ☘️ 🧚‍♀️ 
 Love our 🌎
 Love my Family
NO DM'S PLEASE",NA,"2016-11-10T02:57:35.000Z",NA,5,0,0,0,0,350,1009,24883,0,NA,"The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the algae is a type of cyanobacteria called lyngbya, reports @angie_angers

https://t.co/HvOEpmwRuN"
"16","RT @BN9: The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the…","763537721684070402","everyone",2019-05-26 22:16:36,"1132772551451709441",FALSE,"1132772551451709441","en",NA,"Mobile,al",FALSE,"https://pbs.twimg.com/profile_images/869609281783566338/8Po-Ujan_normal.jpg","ejd922again","LizD",FALSE,"",NA,"2016-08-11T00:49:13.000Z",NA,5,0,0,0,0,496,634,79199,1,NA,"The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the algae is a type of cyanobacteria called lyngbya, reports @angie_angers

https://t.co/HvOEpmwRuN"
"17","RT @BN9: The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the…","274642013","everyone",2019-05-27 01:37:14,"1132823040155422721",FALSE,"1132823040155422721","en",NA,"Florida",FALSE,"https://pbs.twimg.com/profile_images/500471800502165505/lEtsXEE__normal.jpeg","PuggieSue","Suzanne Ryan",FALSE,"",NA,"2011-03-30T18:00:18.000Z",NA,5,0,0,0,0,341,249,174737,2,NA,"The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the algae is a type of cyanobacteria called lyngbya, reports @angie_angers

https://t.co/HvOEpmwRuN"
"18","RT @BN9: The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the…","80612347","everyone",2019-05-27 21:41:50,"1133126187503554560",FALSE,"1133126187503554560","en",NA,"in your mind",FALSE,"https://pbs.twimg.com/profile_images/1231737483995570176/iG46nXSN_normal.jpg","yourwinner","LEE",FALSE,"looking for honesty no lies","https://t.co/f3j7Z0Cubu","2009-10-07T16:14:55.000Z",NA,5,0,0,0,0,1677,4786,179490,252,NA,"The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the algae is a type of cyanobacteria called lyngbya, reports @angie_angers

https://t.co/HvOEpmwRuN"
"19","RT @midlifewomanon1: @GovRonDeSantis we are headed for another really bad red tide season. I own a home in Madeira Beach on the intercoasta…","80612347","everyone",2019-05-27 22:01:38,"1133131173545295873",FALSE,"1133131173545295873","en",NA,"in your mind",FALSE,"https://pbs.twimg.com/profile_images/1231737483995570176/iG46nXSN_normal.jpg","yourwinner","LEE",FALSE,"looking for honesty no lies","https://t.co/f3j7Z0Cubu","2009-10-07T16:14:55.000Z",NA,1,0,0,0,0,1677,4786,179490,252,NA,"@GovRonDeSantis we are headed for another really bad red tide season. I own a home in Madeira Beach on the intercoastal. I’m asthmatic and hard a very hard time last year. I don’t think I can survive another year. HELP!
https://t.co/g7F4imjTvY"
"20","RT @BN9: The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the…","80612347","everyone",2019-06-01 03:20:54,"1134661070189223936",FALSE,"1134661070189223936","en",NA,"in your mind",FALSE,"https://pbs.twimg.com/profile_images/1231737483995570176/iG46nXSN_normal.jpg","yourwinner","LEE",FALSE,"looking for honesty no lies","https://t.co/f3j7Z0Cubu","2009-10-07T16:14:55.000Z",NA,5,0,0,0,0,1677,4786,179490,252,NA,"The Florida Department of Environmental Protection was out at Tierra Verde in Pinellas County on Thursday and determined that the algae is a type of cyanobacteria called lyngbya, reports @angie_angers

https://t.co/HvOEpmwRuN"
"21","”#Photosynthesis and Hydrogen Energy Research for #Sustainability” meeting in St. Petersburg. Gadi Schuster, Taras Antal, Szilvia Toth and Fang Huang are giving overview on #biohydrogen and #bioelectricity generation using green #algae and #cyanobacteria. . https   twitter com SergeyKosourov status 1143389269924483072 photo 1","766163012315148288","everyone",2019-06-25 05:23:39,"1143389269924483072",FALSE,"1143389269924483072","en",NA,"Turku, Finland",FALSE,"https://pbs.twimg.com/profile_images/1271923926801801223/l_y3Jnpa_normal.jpg","SergeyKosourov","Sergey Kosourov",FALSE,"Senior researcher @UniTurku interested in #H2 metabolism in green #algae and #cyanobacteria, currently working on the concept of solid-state cell factories","https://t.co/82KKWkM80s","2016-08-18T06:41:11.000Z","1326293600632786945",0,1,2,0,0,167,205,238,1,NA,"”#Photosynthesis and Hydrogen Energy Research for #Sustainability” meeting in St. Petersburg. Gadi Schuster, Taras Antal, Szilvia Toth and Fang Huang are giving overview on #biohydrogen and #bioelectricity generation using green #algae and #cyanobacteria. https://t.co/pklMnqHchn"
"22","Biohydrogen evening section. My talk on the pulse-illumination protocol was in the morning section. Thanks all participants for the questions and discussion.","766163012315148288","everyone",2019-06-25 05:32:26,"1143391481245442048",FALSE,"1143389269924483072","en","766163012315148288","Turku, Finland",FALSE,"https://pbs.twimg.com/profile_images/1271923926801801223/l_y3Jnpa_normal.jpg","SergeyKosourov","Sergey Kosourov",FALSE,"Senior researcher @UniTurku interested in #H2 metabolism in green #algae and #cyanobacteria, currently working on the concept of solid-state cell factories","https://t.co/82KKWkM80s","2016-08-18T06:41:11.000Z","1326293600632786945",0,0,1,0,0,167,205,238,1,NA,NA
"23","Was in Miss. the other day and now if Florida... Still, Republicans deny everything about Climate Change.  
#ToxicBlueGreanAlgae
. https   www tampabay com environment noxious blue green algae blooms spotted in gulfport and treasure island 20190702","1598574949","everyone",2019-07-03 01:55:20,"1146235945420828672",FALSE,"1146235945420828672","en",NA,"Lake Worth Beach, FL",FALSE,"https://pbs.twimg.com/profile_images/378800000169071701/0d4449d5585d98df52f92377b6212539_normal.png","democraticbear","Adam B. Bear",FALSE,"Lifelong Partisan Democrat; Fmr. Civil Defense Counsel; Fmr. State Prosecutor; Epilepsy Foundation; FL Dems; South Florida. 🌴💉",NA,"2013-07-16T14:37:04.000Z","1543112791762112512",2,0,4,0,0,18452,15222,75610,129,NA,"Was in Miss. the other day and now if Florida... Still, Republicans deny everything about Climate Change.  
#ToxicBlueGreanAlgae
https://t.co/dPHStwwg6o"
"24","RT @democraticbear: Was in Miss. the other day and now if Florida... Still, Republicans deny everything about Climate Change.  
#ToxicBlueG…","2491220589","everyone",2019-07-03 02:23:05,"1146242930576957440",FALSE,"1146242930576957440","en",NA,NA,FALSE,"https://pbs.twimg.com/profile_images/790099419798573057/TVTu1j4U_normal.jpg","AddisonSunshine","Sunshine Addison",FALSE,"",NA,"2014-04-18T03:39:03.000Z",NA,2,0,0,0,0,832,880,119388,1,NA,"Was in Miss. the other day and now if Florida... Still, Republicans deny everything about Climate Change.  
#ToxicBlueGreanAlgae
https://t.co/dPHStwwg6o"
"25","RT @democraticbear: Was in Miss. the other day and now if Florida... Still, Republicans deny everything about Climate Change.  
#ToxicBlueG…","333186188","everyone",2019-07-03 02:34:33,"1146245817457623043",FALSE,"1146245817457623043","en",NA,"Colorado, USA",FALSE,"https://pbs.twimg.com/profile_images/894371965774872577/3r5Vvqxx_normal.jpg","Batch4Change","Batch 🇺🇦Stands With Ukraine🇺🇦",FALSE,"Retired w/Wygal",NA,"2011-07-11T03:54:02.000Z","1127238948391145474",2,0,0,0,0,1437,2512,83265,16,NA,"Was in Miss. the other day and now if Florida... Still, Republicans deny everything about Climate Change.  
#ToxicBlueGreanAlgae
https://t.co/dPHStwwg6o"
"26","Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County . https   www tampabay com environment noxious blue green algae blooms spotted in gulfport and treasure island 20190702","62575859","everyone",2019-07-03 12:53:07,"1146401484856315905",FALSE,"1146401484856315905","en",NA,"St. Petersburg FL",FALSE,"https://pbs.twimg.com/profile_images/1438867672494657541/cMKAyT15_normal.jpg","craigtimes","Craig Pittman",FALSE,"THE STATE YOU'RE IN & MANATEE INSANITY both out in paperback now! Other books: NYT bestseller OH, FLORIDA! & CAT TALE. Columnist, Florida Phoenix. Florida man.","https://t.co/Y1kqEYKFCg","2009-08-03T17:55:56.000Z","1437092398249689093",4,1,3,1,0,20627,2285,180255,859,NA,"Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County https://t.co/wZwr846UBI"
"27","RT @craigtimes: Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County https://t.co/wZwr846UBI","93697685","everyone",2019-07-03 13:08:59,"1146405478693576704",FALSE,"1146405478693576704","en",NA,"Volusia County, Florida",FALSE,"https://pbs.twimg.com/profile_images/1504265221870960641/UKCT9oRw_normal.jpg","WildFlPhoto","Paul Rebmann",FALSE,"Florida Master Naturalist, nature guide & photographer.
@NaturePaul@universeodon.com","https://t.co/GwbnypyzIf","2009-11-30T19:40:27.000Z","1584516200016801794",4,0,0,0,0,1228,1366,22617,87,NA,"Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County https://t.co/wZwr846UBI"
"28","RIGHT NOW: @PinellasCoNews is tracking some Lyngbya blue green algae blooms in both Gulfport and Treasure Island. Swimming in it can make you sick. @abcactionnews #PinellasCounty #Florida . https   twitter com SarahHollenbeck status 1146438007844720640 photo 1","19272161","everyone",2019-07-03 15:18:15,"1146438007844720640",FALSE,"1146438007844720640","en",NA,"St Petersburg, FL",TRUE,"https://pbs.twimg.com/profile_images/1152053776548847617/b6vHLltq_normal.jpg","SarahHollenbeck","Sarah J. Hollenbeck",FALSE,"TV News in-depth storytelling manager @abcactionnews, Chicago native, @mizzou journalism alum, mom, dog lover. IL-MO-FL-KS-back to FL","https://t.co/bBF2G5DfCy","2009-01-21T02:39:00.000Z",NA,1,0,0,0,0,4638,2083,13689,182,"0fcc4fe065d47000","RIGHT NOW: @PinellasCoNews is tracking some Lyngbya blue green algae blooms in both Gulfport and Treasure Island. Swimming in it can make you sick. @abcactionnews #PinellasCounty #Florida https://t.co/igqE6IzAQW"
"29","RT @SarahHollenbeck: RIGHT NOW: @PinellasCoNews is tracking some Lyngbya blue green algae blooms in both Gulfport and Treasure Island. Swim…","17710268","everyone",2019-07-03 15:19:36,"1146438346450907136",FALSE,"1146438346450907136","en",NA,"Palm Harbor, FL",FALSE,"https://pbs.twimg.com/profile_images/1564383052259893252/bTggdpKm_normal.jpg","JillianTV","Jillian Ramos",FALSE,"Wife, Mom - @ucfalumni ‘09 - @tblightning freak - @oldsmar born and raised - Journalist @abcactionnews - I went viral once",NA,"2008-11-28T15:17:43.000Z",NA,1,0,0,0,0,2319,3681,55602,63,NA,"RIGHT NOW: @PinellasCoNews is tracking some Lyngbya blue green algae blooms in both Gulfport and Treasure Island. Swimming in it can make you sick. @abcactionnews #PinellasCounty #Florida https://t.co/igqE6IzAQW"
"30","RT @craigtimes: Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County https://t.co/wZwr846UBI","2414913756","everyone",2019-07-03 15:37:10,"1146442770212691968",FALSE,"1146442770212691968","en",NA,"Florida",FALSE,"https://pbs.twimg.com/profile_images/1044311228661694464/8WGI5ptD_normal.jpg","LeChatNoire4","Le Chat Biden Democrat",FALSE,"#VOTE BLUE 2022 🌊🇺🇸🌊 #BuyARepublicanToday! no DM’s",NA,"2014-03-27T21:29:48.000Z","1222268511134896129",4,0,0,0,0,14256,13683,1102946,336,NA,"Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County https://t.co/wZwr846UBI"
"31","RT @craigtimes: Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County https://t.co/wZwr846UBI","47605629","everyone",2019-07-04 20:09:56,"1146873798119055361",FALSE,"1146873798119055361","en",NA,"sunshine state",FALSE,"https://pbs.twimg.com/profile_images/2333385450/fc4kdnmlq5wmm9hvs8w0_normal.jpeg","mmbtox","marie bourgeois",FALSE,"toxicologist, junior faculty, mommy to unruly geniuses",NA,"2009-06-16T11:53:38.000Z","1160437693052084225",4,0,0,0,0,1469,2073,39019,99,NA,"Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County https://t.co/wZwr846UBI"
"32","RT @craigtimes: Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County https://t.co/wZwr846UBI","2418190468","everyone",2019-07-07 19:25:48,"1147949857447043072",FALSE,"1147949857447043072","en",NA,"USA",FALSE,"https://pbs.twimg.com/profile_images/1325633516382658560/Mj_CDAbj_normal.jpg","TknbyWind","TknbyWind",FALSE,"🌊🌊🌊🌊🌊✌️",NA,"2014-03-17T18:34:09.000Z",NA,4,0,0,0,0,263,321,38183,72,NA,"Noxious blue-green #algae blooms popping up all over #Florida -- the latest ones in Pinellas County https://t.co/wZwr846UBI"
"33","From St Petersburg Sustainability Council:
Many thanks to Craig Pittman for this blue-green 'algae' tutorial. Now let's hope Governor DeSantis carefully reads the part about stopping the fuel that feeds the algae,... . https   www facebook com koreenbrennan posts 10157457528514198","2411466912","everyone",2019-07-11 03:20:09,"1149156396379848706",FALSE,"1149156396379848706","en",NA,"Florida",FALSE,"https://pbs.twimg.com/profile_images/1185362869300404224/0qDJG8gQ_normal.jpg","KoreenBrennan","Koreen Brennan",FALSE,"Permaculture educator, designer, dreamer, farmer, facilitator and student of the natural world, https://t.co/RGw6BaOxYK,   @koreenbrennan@spore.social","https://t.co/mCFWBzKpuK","2014-03-25T19:58:39.000Z","1593444846823424002",0,0,0,0,0,428,2787,5639,4,NA,"From St Petersburg Sustainability Council:
Many thanks to Craig Pittman for this blue-green 'algae' tutorial. Now let's hope Governor DeSantis carefully reads the part about stopping the fuel that feeds the algae,... https://t.co/cHIrX9xzv2"
"34","Likely Trichodesium bloom (toxic cyanobacteria) from the west coast of Florida. Imagery by Chuanmin Hu, U South. Florida. @NASAEarth  @craigtimes Observed initially by Lisa Robbins of St.Petersburg. @HealthyFla This is unfortunately lurking due to runoff of  man-made nutrients. . ","259275353","everyone",2020-06-20 18:04:56,"1274402870050328576",FALSE,"1274402870050328576","en",NA,"Melbourne Beach, FL",FALSE,"https://pbs.twimg.com/profile_images/423181604572262401/ARduE8ec_normal.jpeg","MitchRoffer","Mitchell (Ukrainian) Roffer, Ph.D.",FALSE,"Fishing Oceanography, consultant, Founder ROFFS™ (1988/sold 2018), U. Miami RSMAS (Ph.D.), CW Post LIU, Univ. MD (BS), Columbia Grammar School, PS 21 Yonkers.",NA,"2011-03-01T14:37:41.000Z",NA,0,0,2,0,0,800,1721,29387,83,NA,"Likely Trichodesium bloom (toxic cyanobacteria) from the west coast of Florida. Imagery by Chuanmin Hu, U South. Florida. @NASAEarth  @craigtimes Observed initially by Lisa Robbins of St.Petersburg. @HealthyFla This is unfortunately lurking due to runoff of  man-made nutrients. https://t.co/maO2QTb8O0"
