"","text","lang","possibly_sensitive","author_id","reply_settings","created_at.x","conversation_id","id","in_reply_to_user_id","profile_image_url","verified","location","url","protected","username","description","created_at.y","name","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"70","@GMWatch @AlertTrade @mbalter There is a FIX 5 hours away in Tampa&gt;&gt; 

@TaronisTech $TRNX Completes Successful Testing of  Cyanobacteria Decontamination 

Wont fix ALL of it right away - BUT sure will help!!!!

@GovRonDeSantis #Miami @jessicalipscomb @MiamiDadeCounty. https   globenewswire com news release 2019 02 20 1738317 0 en Taronis Completes Successful Testing of Cyanobacteria Decontamination html  XHkuFnI5lEg twitter","en",FALSE,"447061276","everyone",2019-03-01 13:09:48,"1101462628558344194","1101469585121906688","66401056","https://pbs.twimg.com/profile_images/1066068626426482691/Dnmfq7ey_normal.jpg",FALSE,"NoWhere Land, FL",NA,FALSE,"apppro1","LONG-term INVESTOR looking for ways to build our Nation NOT trade it.
It's The Mentality Stupid!
It's NOT how MUCH you make BUT how LONG it took you to make it.","2011-12-26T13:13:18.000Z","apppro","1622962035863564288",0,1,0,0,0,3086,5006,182368,151,NA,"@GMWatch @AlertTrade @mbalter There is a FIX 5 hours away in Tampa&gt;&gt; 

@TaronisTech $TRNX Completes Successful Testing of  Cyanobacteria Decontamination https://t.co/ILWlv2FhNE

Wont fix ALL of it right away - BUT sure will help!!!!

@GovRonDeSantis #Miami @jessicalipscomb @MiamiDadeCounty"
"71","@GMWatch @AlertTrade @mbalter
There is a FIX 5 hours away in Tampa&gt;&gt; 

@TaronisTech $TRNX Completes Successful Testing of  Cyanobacteria Decontamination  …

Wont fix ALL - BUT sure will help!!!!

@GovRonDeSantis #Miami @jessicalipscomb @MiamiDadeCounty . https   globenewswire com news release 2019 02 20 1738317 0 en Taronis Completes Successful Testing of Cyanobacteria Decontamination html  XHkuFnI5lEg twitter. https   twitter com GMWatch status 1101462628558344194","en",FALSE,"447061276","everyone",2019-03-01 13:15:36,"1101471048497881089","1101471048497881089","66401056","https://pbs.twimg.com/profile_images/1066068626426482691/Dnmfq7ey_normal.jpg",FALSE,"NoWhere Land, FL",NA,FALSE,"apppro1","LONG-term INVESTOR looking for ways to build our Nation NOT trade it.
It's The Mentality Stupid!
It's NOT how MUCH you make BUT how LONG it took you to make it.","2011-12-26T13:13:18.000Z","apppro","1622962035863564288",0,0,0,0,0,3086,5006,182368,151,NA,"@GMWatch @AlertTrade @mbalter
There is a FIX 5 hours away in Tampa&gt;&gt; 

@TaronisTech $TRNX Completes Successful Testing of  Cyanobacteria Decontamination https://t.co/ILWlv2FhNE …

Wont fix ALL - BUT sure will help!!!!

@GovRonDeSantis #Miami @jessicalipscomb @MiamiDadeCounty https://t.co/CMxoykR735"
"72","Miami FIX 5 hrs away in Tampa&gt;&gt; $TRNX Completes Successful Testing of  Cyanobacteria Decontamination   Wont fix ALL - BUT sure will help!!!! . https   twitter com apppro1 status 1101493747282530304 photo 1","en",FALSE,"447061276","everyone",2019-03-01 14:45:48,"1101493747282530304","1101493747282530304",NA,"https://pbs.twimg.com/profile_images/1066068626426482691/Dnmfq7ey_normal.jpg",FALSE,"NoWhere Land, FL",NA,FALSE,"apppro1","LONG-term INVESTOR looking for ways to build our Nation NOT trade it.
It's The Mentality Stupid!
It's NOT how MUCH you make BUT how LONG it took you to make it.","2011-12-26T13:13:18.000Z","apppro","1622962035863564288",0,1,0,0,0,3086,5006,182368,151,NA,"Miami FIX 5 hrs away in Tampa&gt;&gt; $TRNX Completes Successful Testing of  Cyanobacteria Decontamination   Wont fix ALL - BUT sure will help!!!! https://t.co/84dcDwzUeT"
"73","@SenRickScott @FoxBusiness Why don't you mention all the jobs that have been lost because you dismantled the Florida DEP and allowed Mosaic to dump cyanobacteria into the rivers that flow into the Gulf from Tampa Bay to Charlotte Harbor?. ","en",FALSE,"1029700482955137024","everyone",2019-03-07 20:19:12,"1103683987661295617","1103751974464442368","131546062","https://pbs.twimg.com/profile_images/1203682499018276864/isJsgOan_normal.jpg",FALSE,"USA",NA,FALSE,"LuzElenaBueno1","","2018-08-15T12:05:00.000Z","Luz Elena Bueno","1170345703786389511",0,0,0,0,0,24,126,247,0,NA,"@SenRickScott @FoxBusiness Why don't you mention all the jobs that have been lost because you dismantled the Florida DEP and allowed Mosaic to dump cyanobacteria into the rivers that flow into the Gulf from Tampa Bay to Charlotte Harbor?"
"74","@apppro1 Bragar Eagel &amp; Squire P.C is the law firm developing a lawsuit, mngavictims@gmail.com has legal documents available join lawsuit.","en",FALSE,"435094988","everyone",2019-03-09 18:44:37,"1101493747282530304","1104452947965108235","447061276","https://pbs.twimg.com/profile_images/657309198980505600/j_WfTL7x_normal.jpg",FALSE," Killeen, TX ","https://t.co/oRAT2lrCHJ",FALSE,"chadhatten1","chad hatten Killeen,Chad Hatten Killeen Texas chad hatten Killeen,Chad Hatten Killeen Texas chad hatten Killeen,Chad Hatten Killeen Texas","2011-12-12T17:29:20.000Z","chad hatten Killeen,Chad Hatten Killeen Texas",NA,0,0,0,0,0,372089,405818,91595,368,NA,NA
"75","@VernBuchanan when is Rep Vern Buchanan going to address cyanobacteria infested discharges of industrial waste from Mosaic, his largest contributor, into the rivers that flow into the Gulf between Tampa Bay and Charlotte Harbor?. ","en",FALSE,"1029700482955137024","everyone",2019-03-26 17:37:06,"1110596553557884928","1110596553557884928","20467163","https://pbs.twimg.com/profile_images/1203682499018276864/isJsgOan_normal.jpg",FALSE,"USA",NA,FALSE,"LuzElenaBueno1","","2018-08-15T12:05:00.000Z","Luz Elena Bueno","1170345703786389511",1,0,1,0,0,24,126,247,0,NA,"@VernBuchanan when is Rep Vern Buchanan going to address cyanobacteria infested discharges of industrial waste from Mosaic, his largest contributor, into the rivers that flow into the Gulf between Tampa Bay and Charlotte Harbor?"
"76","RT @LuzElenaBueno1: @VernBuchanan when is Rep Vern Buchanan going to address cyanobacteria infested discharges of industrial waste from Mos…","en",FALSE,"836348305567268865","everyone",2019-03-27 02:31:03,"1110730923052593153","1110730923052593153",NA,"https://pbs.twimg.com/profile_images/836350408868171776/kwaVmLAx_normal.jpg",FALSE,"Bradenton, FL",NA,FALSE,"indivisible_brd","Indivisible Bradenton","2017-02-27T22:52:29.000Z","IndivisibleBradenton","1109118422216892416",1,0,0,0,0,1149,946,25194,24,NA,"@VernBuchanan when is Rep Vern Buchanan going to address cyanobacteria infested discharges of industrial waste from Mosaic, his largest contributor, into the rivers that flow into the Gulf between Tampa Bay and Charlotte Harbor?"
"77","Blue-green algae suffocating part of Sarasota County's Lemon Bay - Story | FOX 13 Tampa Bay This stuff will never go away unless Florida quits feeding is sewage and Mosaic waste  . http   www fox13news com news local news blue green algae suffocating part of sarasota county s lemon bay","en",FALSE,"2414913756","everyone",2019-05-21 14:12:59,"1130838905002102785","1130838905002102785",NA,"https://pbs.twimg.com/profile_images/1044311228661694464/8WGI5ptD_normal.jpg",FALSE,"Florida",NA,FALSE,"LeChatNoire4","#VOTE BLUE 2022 🌊🇺🇸🌊 #BuyARepublicanToday! no DM’s","2014-03-27T21:29:48.000Z","Le Chat Biden Democrat","1222268511134896129",0,0,1,0,0,14256,13683,1102946,336,NA,"Blue-green algae suffocating part of Sarasota County's Lemon Bay - Story | FOX 13 Tampa Bay This stuff will never go away unless Florida quits feeding is sewage and Mosaic waste  https://t.co/hJMcW5nIj1"
"78","Florida's toxic algae crisis: Conditions ripe for years of blue-green algae blooms - FOX 13 Tampa Bay . http   www fox13news com news fox 13 investigates florida s toxic algae crisis conditions ripe for years of blue green algae blooms","en",FALSE,"242030308","everyone",2019-05-22 01:25:32,"1131008157243924487","1131008157243924487",NA,"https://pbs.twimg.com/profile_images/1404072226434002947/LMc9hP1W_normal.jpg",FALSE,"Boston, MA","https://t.co/YYzVBOrAzS",FALSE,"ECOIntTech","Official Twitter for AquaFlex as founded by Inventor/CEO Scott C. Smith","2011-01-23T19:31:59.000Z","Eco Integrated Technologies, Inc.","1446965828629454850",0,0,1,0,0,563,379,3293,17,NA,"Florida's toxic algae crisis: Conditions ripe for years of blue-green algae blooms - FOX 13 Tampa Bay https://t.co/qECBDElCzH"
"79","Our #Florida deadly water problems continue as brain issues are discovered. - 
'Florida's toxic algae crisis: Brain toxins produced by blue-green algae concern researchers - FOX 13 Tampa Bay' . https   www fox13news com amp news fox 13 investigates florida s toxic algae crisis brain toxins produced by blue green algae concern researchers","en",FALSE,"25381869","everyone",2019-05-22 03:37:39,"1131041403885088768","1131041403885088768",NA,"https://pbs.twimg.com/profile_images/664249081737314305/VXrQGD7V_normal.png",FALSE,"Florida Native","http://t.co/owBswgA4Jc",FALSE,"RobSmithJr","Editorial Cartoonist for Newspapers, Publications, etc. Here I vent more political frustration! My non-political Twitter - RobSmithJr2","2009-03-19T20:47:58.000Z","Rob Smith Jr",NA,1,0,0,0,0,8005,7996,40070,169,NA,"Our #Florida deadly water problems continue as brain issues are discovered. - 
'Florida's toxic algae crisis: Brain toxins produced by blue-green algae concern researchers - FOX 13 Tampa Bay' https://t.co/uT4gQ1lOsv"
"80","""There is justified concern by the public, and the science is a little behind."" Thanks to FOX 13 News - Tampa Bay's Craig Patrick for continuing to present hard-hitting coverage of the alarming human health crisis that Floridians are faced with. . http   www fox13news com news fox 13 investigates florida s toxic algae crisis brain toxins produced by blue green algae concern researchers","en",FALSE,"2701863841","everyone",2019-05-22 11:17:17,"1131157074216390656","1131157074216390656",NA,"https://pbs.twimg.com/profile_images/1261323378079735808/MGIjyXmc_normal.jpg",FALSE,"Florida, USA","https://t.co/KznHCq17zJ",FALSE,"VoteWaterFL","Fighting political corruption in Florida by galvanizing public resolve to end the systemic pollution and mismanagement of our waterways.","2014-08-02T22:02:05.000Z","VoteWater",NA,2,0,8,0,0,1858,1077,4419,25,NA,"""There is justified concern by the public, and the science is a little behind."" Thanks to FOX 13 News - Tampa Bay's Craig Patrick for continuing to present hard-hitting coverage of the alarming human health crisis that Floridians are faced with. https://t.co/B5nWO1tIHC"
"81","Florida's toxic algae crisis: Brain toxins produced by blue-green algae concern researchers - FOX 13 Tampa Bay . https   www fox13news com amp news fox 13 investigates florida s toxic algae crisis brain toxins produced by blue green algae concern researchers","en",FALSE,"242030308","everyone",2019-05-22 11:32:32,"1131160915376840705","1131160915376840705",NA,"https://pbs.twimg.com/profile_images/1404072226434002947/LMc9hP1W_normal.jpg",FALSE,"Boston, MA","https://t.co/YYzVBOrAzS",FALSE,"ECOIntTech","Official Twitter for AquaFlex as founded by Inventor/CEO Scott C. Smith","2011-01-23T19:31:59.000Z","Eco Integrated Technologies, Inc.","1446965828629454850",0,0,0,0,0,563,379,3293,17,NA,"Florida's toxic algae crisis: Brain toxins produced by blue-green algae concern researchers - FOX 13 Tampa Bay https://t.co/kLJY3bY9aS"
"82","RT @bullsugar: ""There is justified concern by the public, and the science is a little behind."" Thanks to FOX 13 News - Tampa Bay's Craig Pa…","en",FALSE,"541902518","everyone",2019-05-22 11:33:45,"1131161221632278529","1131161221632278529",NA,"https://pbs.twimg.com/profile_images/1326650000319934470/PIOD4pyv_normal.jpg",FALSE,"🄻🄸🄼🄱🄾 #FreeAssange ",NA,FALSE,"SenseOf_OUTRAGE","#ChairmanSanders

#M4A #S1804 #HR1384
#Medicare4All


#BernieFam💥
#NinaFam💥

🦊🔥‍ 💥
#BandOfBerners💥
#BernersParaSiempre💥","2012-03-31T19:08:45.000Z","SENSE💥OF💥OUTRAGE 🇮🇪(⎷)",NA,2,0,0,0,0,5487,3253,749519,267,NA,"""There is justified concern by the public, and the science is a little behind."" Thanks to FOX 13 News - Tampa Bay's Craig Patrick for continuing to present hard-hitting coverage of the alarming human health crisis that Floridians are faced with. https://t.co/B5nWO1tIHC"
"83","There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its impact. Tune into @10NewsWTSP at 5 and 6 to learn more. #algae #TampaBay #sarasota #bradenton . https   twitter com MadisonAlworth status 1131268808579141632 video 1","en",FALSE,"1542468013","everyone",2019-05-22 18:41:16,"1131268808579141632","1131268808579141632",NA,"https://pbs.twimg.com/profile_images/1002284844611751936/9gXEcjDn_normal.jpg",TRUE,"New York, NY","https://t.co/Iff6DTJNmW",FALSE,"MadisonAlworth","Correspondent @FoxBusiness. Previously @10TampaBay, @cheddar, @TODAYshow. Yale Class of 2015, Co-founder and former editor of YTV","2013-06-24T04:08:24.000Z","Madison Alworth",NA,3,0,9,0,0,4180,766,2975,36,NA,"There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its impact. Tune into @10NewsWTSP at 5 and 6 to learn more. #algae #TampaBay #sarasota #bradenton https://t.co/RMUprzS3WY"
"84","RT @MadisonAlworth: There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its im…","en",FALSE,"16743886","everyone",2019-05-22 18:41:51,"1131268953278484482","1131268953278484482",NA,"https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",TRUE,"Tampa, Florida","https://t.co/rHVdIDVNLL",FALSE,"10TampaBay","10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","2008-10-14T19:14:27.000Z","10 Tampa Bay",NA,3,0,0,0,0,180610,11945,315057,1725,NA,"There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its impact. Tune into @10NewsWTSP at 5 and 6 to learn more. #algae #TampaBay #sarasota #bradenton https://t.co/RMUprzS3WY"
"85","Florida's toxic algae crisis: Conditions ripe for years of blue-green algae blooms - Story | FOX 13 Tampa Bay  . http   www fox13news com news fox 13 investigates florida s toxic algae crisis conditions ripe for years of blue green algae blooms","en",FALSE,"804524149267988481","everyone",2019-05-22 22:26:29,"1131325485332533248","1131325485332533248",NA,"https://pbs.twimg.com/profile_images/1563134018832535552/6q3Q2fpT_normal.jpg",FALSE,"United States",NA,FALSE,"TonyGreyGoose","it’s not over yet. #RESIST GQP NEO-KKK. STOP GQP OLIGARCHS","2016-12-02T03:14:39.000Z","ELON MUSK TWEETER POOPER","1590672475989618690",0,0,0,0,0,7066,7800,121184,26,NA,"Florida's toxic algae crisis: Conditions ripe for years of blue-green algae blooms - Story | FOX 13 Tampa Bay  https://t.co/ymQ8pGO6BJ"
"86","RT @MadisonAlworth: There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its im…","en",FALSE,"929376802098860032","everyone",2019-05-22 22:45:55,"1131330375727419392","1131330375727419392",NA,"https://pbs.twimg.com/profile_images/929389564069908480/WQRSXmP8_normal.jpg",FALSE,"Saint Petersburg, Florida ",NA,FALSE,"Rodneyg54961524","","2017-11-11T15:54:31.000Z","stpetenine",NA,3,0,0,0,0,133,0,10335,0,NA,"There are blue-green algae blooms in the Sarasota Bay Area. There is a lot you need to know about this algae and its impact. Tune into @10NewsWTSP at 5 and 6 to learn more. #algae #TampaBay #sarasota #bradenton https://t.co/RMUprzS3WY"
"87","Red tide, flesh eating bacteria reported in Tampa bay...now blue green algae...toxic waterways in Florida.. ","en",FALSE,"80612347","everyone",2019-05-27 21:56:46,"1133129945700556801","1133129945700556801",NA,"https://pbs.twimg.com/profile_images/1231737483995570176/iG46nXSN_normal.jpg",FALSE,"in your mind","https://t.co/f3j7Z0Cubu",FALSE,"yourwinner","looking for honesty no lies","2009-10-07T16:14:55.000Z","LEE",NA,0,1,0,0,0,1677,4786,179490,252,NA,"Red tide, flesh eating bacteria reported in Tampa bay...now blue green algae...toxic waterways in Florida."
"88","RT @bullsugar: ""There is justified concern by the public, and the science is a little behind."" Thanks to FOX 13 News - Tampa Bay's Craig Pa…","en",FALSE,"80612347","everyone",2019-05-27 22:01:02,"1133131021279473664","1133131021279473664",NA,"https://pbs.twimg.com/profile_images/1231737483995570176/iG46nXSN_normal.jpg",FALSE,"in your mind","https://t.co/f3j7Z0Cubu",FALSE,"yourwinner","looking for honesty no lies","2009-10-07T16:14:55.000Z","LEE",NA,2,0,0,0,0,1677,4786,179490,252,NA,"""There is justified concern by the public, and the science is a little behind."" Thanks to FOX 13 News - Tampa Bay's Craig Patrick for continuing to present hard-hitting coverage of the alarming human health crisis that Floridians are faced with. https://t.co/B5nWO1tIHC"
"89","RT @RobSmithJr: Our #Florida deadly water problems continue as brain issues are discovered. - 
'Florida's toxic algae crisis: Brain toxins…","en",FALSE,"80612347","everyone",2019-05-28 01:54:47,"1133189847533916163","1133189847533916163",NA,"https://pbs.twimg.com/profile_images/1231737483995570176/iG46nXSN_normal.jpg",FALSE,"in your mind","https://t.co/f3j7Z0Cubu",FALSE,"yourwinner","looking for honesty no lies","2009-10-07T16:14:55.000Z","LEE",NA,1,0,0,0,0,1677,4786,179490,252,NA,"Our #Florida deadly water problems continue as brain issues are discovered. - 
'Florida's toxic algae crisis: Brain toxins produced by blue-green algae concern researchers - FOX 13 Tampa Bay' https://t.co/uT4gQ1lOsv"
"90",". http   www baynews9 com fl tampa news 2019 05 26 gumbo blue green algae discovered in manatee pinellas counties","zxx",FALSE,"815206471378104320","everyone",2019-05-28 06:59:06,"1133266429774573573","1133266429774573573",NA,"https://pbs.twimg.com/profile_images/833044120327315457/ycTiY7Gh_normal.jpg",FALSE,NA,NA,FALSE,"Tom_the_Dog27","Chillin' and Thrillin'","2016-12-31T14:42:23.000Z","Tom","1593355912571412483",0,0,0,0,0,151,245,7022,8,NA,"https://t.co/qCj6LDBaZY"
"91","WHAT’S THAT SMELL? Pinellas county officials say it’s a type of Blue-Green algae near Safety Harbor in Old Tampa bay! The potential heath risks on @abcactionnews at 5:30. . https   twitter com HLeighWFTS status 1133450613642158080 video 1","en",FALSE,"2389444399","everyone",2019-05-28 19:10:59,"1133450613642158080","1133450613642158080",NA,"https://pbs.twimg.com/profile_images/1425116133263355905/_Tuhvqqo_normal.jpg",TRUE,"Tampa, FL","https://t.co/Gi0iMvPSi0",FALSE,"HLeighWFTS","Reporter at ABC Action News - I love playing guitar, hanging with my two cats and two dogs, and having fun in Tampa! Say hello if you see me around!","2014-03-14T16:36:33.000Z","HeatherLeighWFTS",NA,0,0,0,0,0,1900,403,6230,64,NA,"WHAT’S THAT SMELL? Pinellas county officials say it’s a type of Blue-Green algae near Safety Harbor in Old Tampa bay! The potential heath risks on @abcactionnews at 5:30. https://t.co/AbZcUsHA1y"
"92","@ArmoredChocobo @BillNye I know You're making a joke, but they have pristine coastline. 
I live in Florida and the amount of sewage being dumped in Tampa Bay is causing blue-green algae growth. Red tide. Killing massive amounts of fish. Dolphins with plastic in their stomaches.
Not just warming.. ","en",FALSE,"815206471378104320","everyone",2019-05-28 22:20:57,"1133496561655197697","1133498421409714176","499498789","https://pbs.twimg.com/profile_images/833044120327315457/ycTiY7Gh_normal.jpg",FALSE,NA,NA,FALSE,"Tom_the_Dog27","Chillin' and Thrillin'","2016-12-31T14:42:23.000Z","Tom","1593355912571412483",1,0,3,0,0,151,245,7022,8,NA,"@ArmoredChocobo @BillNye I know You're making a joke, but they have pristine coastline. 
I live in Florida and the amount of sewage being dumped in Tampa Bay is causing blue-green algae growth. Red tide. Killing massive amounts of fish. Dolphins with plastic in their stomaches.
Not just warming."
"93","RT @Tom_the_Dog27: @ArmoredChocobo @BillNye I know You're making a joke, but they have pristine coastline. 
I live in Florida and the amoun…","en",FALSE,"2853542034","everyone",2019-05-28 22:31:07,"1133500980191027200","1133500980191027200",NA,"https://pbs.twimg.com/profile_images/1493798268266061830/sTjzMtVC_normal.jpg",FALSE,"Antarctica",NA,FALSE,"deborahskyrim","IF WE ALL WORK TOGETHER WE CAN SAVE EARTH AND LIFE AS WE KNOW #ClimateChange #ExtinctionIsForever #CleanPowerPlan #Earth #KeepItInTheGround #CleanEnergy 🌎💞🌎","2014-10-12T22:11:47.000Z","deborahh🌎💗 marie #Extinction Is Forever","742861845820768256",1,0,0,0,0,6722,7378,285164,517,NA,"@ArmoredChocobo @BillNye I know You're making a joke, but they have pristine coastline. 
I live in Florida and the amount of sewage being dumped in Tampa Bay is causing blue-green algae growth. Red tide. Killing massive amounts of fish. Dolphins with plastic in their stomaches.
Not just warming."
"94","A warning this morning about this blue-green algae bloom we are seeing in Safety Harbor ... the health department says it can make you &amp; your pets sick. @abcactionnews #GMTB 
Info you need to know👇🏼 . https   www abcactionnews com news region pinellas officials confirm blue green algae bloom in old tampa bay near safety harbor pier","en",FALSE,"303931776","everyone",2019-05-29 09:29:51,"1133666754767597569","1133666754767597569",NA,"https://pbs.twimg.com/profile_images/1523032941194010630/twHkkQET_normal.jpg",TRUE,"Tampa, FL","https://t.co/ngh04HAbDY",FALSE,"LaurenWFTS","📺 Anchor @ABCActionNews 🌴 Instafun: LSGreporting … Download ABC Action News+ on Roku, Amazon Fire & Apple TV","2011-05-23T17:13:30.000Z","Lauren St. Germain",NA,1,0,0,0,0,5411,1950,28622,104,NA,"A warning this morning about this blue-green algae bloom we are seeing in Safety Harbor ... the health department says it can make you &amp; your pets sick. @abcactionnews #GMTB 
Info you need to know👇🏼 https://t.co/yI93Tcsjjy"
"95","Here is a better look at the blue green algae bloom we are seeing in Safety Harbor @abcactionnews #GMTB 
Info: 
🗣sound on 👇🏼 . https   www abcactionnews com news region pinellas officials confirm blue green algae bloom in old tampa bay near safety harbor pier. https   twitter com LaurenWFTS status 1133679752110383104 video 1","en",FALSE,"303931776","everyone",2019-05-29 10:21:30,"1133679752110383104","1133679752110383104",NA,"https://pbs.twimg.com/profile_images/1523032941194010630/twHkkQET_normal.jpg",TRUE,"Tampa, FL","https://t.co/ngh04HAbDY",FALSE,"LaurenWFTS","📺 Anchor @ABCActionNews 🌴 Instafun: LSGreporting … Download ABC Action News+ on Roku, Amazon Fire & Apple TV","2011-05-23T17:13:30.000Z","Lauren St. Germain",NA,2,0,2,0,0,5411,1950,28622,104,NA,"Here is a better look at the blue green algae bloom we are seeing in Safety Harbor @abcactionnews #GMTB 
Info: https://t.co/yI93Tcsjjy
🗣sound on 👇🏼 https://t.co/e8cezHfLUO"
"96","RT @LaurenWFTS: Here is a better look at the blue green algae bloom we are seeing in Safety Harbor @abcactionnews #GMTB 
Info: https://t.co…","en",FALSE,"15138087","everyone",2019-05-29 10:37:31,"1133683782211571712","1133683782211571712",NA,"https://pbs.twimg.com/profile_images/875429460807438337/4yx0qIuz_normal.jpg",TRUE,"Tampa","https://t.co/hjOLC3xFry",FALSE,"abcactionnews","Tampa Bay News: Check out our traffic feed here: https://t.co/M2uAC172SI","2008-06-16T20:08:51.000Z","ABC Action News",NA,2,0,0,0,0,173591,649,186913,1589,NA,"Here is a better look at the blue green algae bloom we are seeing in Safety Harbor @abcactionnews #GMTB 
Info: https://t.co/yI93Tcsjjy
🗣sound on 👇🏼 https://t.co/e8cezHfLUO"
"97","Portion of shore at #TampaBay park covered in a blue-green algae that could be a health hazard.
 . https   www abcactionnews com news region pinellas officials confirm blue green algae bloom in old tampa bay near safety harbor pier. https   twitter com SeanWFTS status 1133813256777285633 photo 1","en",FALSE,"2472435879","everyone",2019-05-29 19:12:00,"1133813256777285633","1133813256777285633",NA,"https://pbs.twimg.com/profile_images/492165465288867840/6uxUmFzY_normal.jpeg",TRUE,"Tampa, FL","https://t.co/hjOLC3xFry",FALSE,"SeanWFTS","News junkie. Cat dad 🐯 Gamer. Geek. Sci-Fi nerd 🖖 Ice hockey & baseball lover. RT not endorsements.","2014-04-09T20:31:30.000Z","Sean O'Reilly",NA,2,0,1,0,0,503,66,9071,48,NA,"Portion of shore at #TampaBay park covered in a blue-green algae that could be a health hazard.
https://t.co/HKDX5avxRf https://t.co/4bxrtp3jrc"
"98","RT @SeanWFTS: Portion of shore at #TampaBay park covered in a blue-green algae that could be a health hazard.
https://t.co/HKDX5avxRf https…","en",FALSE,"183675632","everyone",2019-05-29 19:17:42,"1133814691891957764","1133814691891957764",NA,"https://pbs.twimg.com/profile_images/1242887483974717441/CK87v8Ma_normal.jpg",TRUE,"Huntsville, AL","https://t.co/kWJFehCEyY",FALSE,"danWAAY31","Award-winning evening news anchor at WAAY 31 ABC in Huntsville, AL. Dad, husband. Florida native.","2010-08-27T16:21:56.000Z","Dan Shaffer",NA,2,0,0,0,0,3425,1027,14002,91,NA,"Portion of shore at #TampaBay park covered in a blue-green algae that could be a health hazard.
https://t.co/HKDX5avxRf https://t.co/4bxrtp3jrc"
"99","RT @LaurenWFTS: A warning this morning about this blue-green algae bloom we are seeing in Safety Harbor ... the health department says it c…","en",FALSE,"80612347","everyone",2019-05-29 20:45:31,"1133836793915289603","1133836793915289603",NA,"https://pbs.twimg.com/profile_images/1231737483995570176/iG46nXSN_normal.jpg",FALSE,"in your mind","https://t.co/f3j7Z0Cubu",FALSE,"yourwinner","looking for honesty no lies","2009-10-07T16:14:55.000Z","LEE",NA,1,0,0,0,0,1677,4786,179490,252,NA,"A warning this morning about this blue-green algae bloom we are seeing in Safety Harbor ... the health department says it can make you &amp; your pets sick. @abcactionnews #GMTB 
Info you need to know👇🏼 https://t.co/yI93Tcsjjy"
"100","RT @SeanWFTS: Portion of shore at #TampaBay park covered in a blue-green algae that could be a health hazard.
https://t.co/HKDX5avxRf https…","en",FALSE,"80612347","everyone",2019-05-29 20:45:36,"1133836812701638663","1133836812701638663",NA,"https://pbs.twimg.com/profile_images/1231737483995570176/iG46nXSN_normal.jpg",FALSE,"in your mind","https://t.co/f3j7Z0Cubu",FALSE,"yourwinner","looking for honesty no lies","2009-10-07T16:14:55.000Z","LEE",NA,2,0,0,0,0,1677,4786,179490,252,NA,"Portion of shore at #TampaBay park covered in a blue-green algae that could be a health hazard.
https://t.co/HKDX5avxRf https://t.co/4bxrtp3jrc"
"101","RT @LaurenWFTS: Here is a better look at the blue green algae bloom we are seeing in Safety Harbor @abcactionnews #GMTB 
Info: https://t.co…","en",FALSE,"80612347","everyone",2019-05-29 20:46:04,"1133836928665694215","1133836928665694215",NA,"https://pbs.twimg.com/profile_images/1231737483995570176/iG46nXSN_normal.jpg",FALSE,"in your mind","https://t.co/f3j7Z0Cubu",FALSE,"yourwinner","looking for honesty no lies","2009-10-07T16:14:55.000Z","LEE",NA,2,0,0,0,0,1677,4786,179490,252,NA,"Here is a better look at the blue green algae bloom we are seeing in Safety Harbor @abcactionnews #GMTB 
Info: https://t.co/yI93Tcsjjy
🗣sound on 👇🏼 https://t.co/e8cezHfLUO"
"102","@yourwinner Source? 

""looking for honesty no lies"" :)","en",FALSE,"82081931","everyone",2019-05-31 17:35:48,"1133129945700556801","1134513825254989824","80612347","https://pbs.twimg.com/profile_images/1295515675428106244/PmR1a-Vm_normal.jpg",FALSE,"NH",NA,FALSE,"PellySeventy7","","2009-10-13T12:30:46.000Z","Pelly",NA,0,0,0,0,0,61,788,2685,0,NA,NA
