"","text","possibly_sensitive","conversation_id","reply_settings","created_at.x","id","lang","author_id","username","location","description","verified","protected","profile_image_url","name","created_at.y","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term"
"1","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1703794988516090227","everyone",2023-09-18 15:35:54,"1703794988516090227","en","1012397236255444993","Paintbug1","The Villages, Florida","Artist. Bitcoin hodler. BTFD. Sound money. Proud American. Not confused about my gender. The media is the virus. Liberty. Medical Freedom. Loving Florida!",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1451229933649473545/LfS5NcOZ_normal.jpg","Paintbug","2018-06-28T18:08:05.000Z",NA,NA,76,0,0,0,0,0,361,1994,17095,5,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"2","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1703552212423618619","everyone",2023-09-17 23:31:12,"1703552212423618619","en","3101950833","zentients","Milwaukee native in Florida  ","Passionately curious. Midwest girl at heart.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/961391217031499776/HMNovMCR_normal.jpg","Jill","2015-03-21T15:24:53.000Z","759509515033128961",NA,76,0,0,0,0,0,555,1026,32521,15,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"3","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1703177305093284256","everyone",2023-09-16 22:41:27,"1703177305093284256","en","18593055","cdavid395","iPhone: 27.726883,-82.702591","41",FALSE,FALSE,"https://pbs.twimg.com/profile_images/970799893693517824/CSJ7DSiK_normal.jpg","cdavid395","2009-01-04T02:22:00.000Z",NA,NA,76,0,0,0,0,0,304,3046,2264,3,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"4","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1703129798908793154","everyone",2023-09-16 19:32:41,"1703129798908793154","en","1105860960651300870","Janie47118181",NA,"",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1108535702462128130/rVpS4hDq_normal.png","Janie @Janie47118181","2019-03-13T15:59:33.000Z",NA,NA,76,0,0,0,0,0,1493,4998,39962,0,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"5","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1703049341273788508","everyone",2023-09-16 14:12:58,"1703049341273788508","en","1390307356735512581","MrsT09358743","Irvine, CA","“Rebellion to tyrants is obedience to God”",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1396930035034988544/elmRA8so_normal.jpg","Mrs.T","2021-05-06T14:08:08.000Z",NA,NA,76,0,0,0,0,0,1,57,255,1,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"6","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1703041384247091380","everyone",2023-09-16 13:41:21,"1703041384247091380","en","224991436","lenay777","Florida, USA","",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1217429420690104321/58jD_6Nx_normal.jpg","Lenay","2010-12-10T11:17:33.000Z",NA,NA,76,0,0,0,0,0,617,1039,15323,0,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"7","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702757265718018194","everyone",2023-09-15 18:52:22,"1702757265718018194","en","1604654232669396993","PithyPelican","St Petersburg, FL","#TeamDesantis #Desantis2024 #mandatefreedom #DumpTrump",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1620911418676580357/yH4e6RwO_normal.jpg","Pithy_Pelican 🐊","2022-12-19T01:46:40.000Z","1688598192198238221",NA,76,0,0,0,0,0,695,1086,4878,0,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"8","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702756407886463056","everyone",2023-09-15 18:48:57,"1702756407886463056","en","1485593437713977344","Horan4545","Saint Petersburg","Libertarian leaning conservative.  Retired Economist 1A,2A,
     Rand Paul, Thomas Massie, Milton Friedman   #DeSantis2024 No social DMs",TRUE,FALSE,"https://pbs.twimg.com/profile_images/1663254325643051010/6YUc9ab5_normal.jpg","Patrick","2022-01-24T12:41:27.000Z","1656839347625156608",NA,76,0,0,0,0,0,2043,2726,12681,10,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"9","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702722311776878883","everyone",2023-09-15 16:33:28,"1702722311776878883","en","35259152","blueyedlightnin","Gainesville, GA","She/her UCF grad with a B.S. in Environmental Studies. Aquarist | Brand New | Environmentalist | Hiker | NPS Enthusiast #RaysBaseball #TampaBayLightning #RiseUp",FALSE,FALSE,"https://pbs.twimg.com/profile_images/801256581564395521/ybflcQBF_normal.jpg","Tori","2009-04-25T17:14:31.000Z",NA,"https://t.co/j4En5LOnyp",76,0,0,0,0,0,613,1283,17201,14,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"10","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702704412337025352","everyone",2023-09-15 15:22:21,"1702704412337025352","en","898374318","Randy_Shannon","Mary Lou Lake","Senior Electrical Designer
50+ years a Florida Resident
Laugh EVERYDAY
Go Gators 🐊 Go Bucs 🏴‍☠️ Go Lightning⚡
I Fish, a lot.
#DeSantis2024 #RD24
(R)",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1673413539736834048/MqVUnn4m_normal.jpg","⚡AI_OG","2012-10-22T20:45:37.000Z",NA,NA,76,0,0,0,0,0,2149,1167,140837,62,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"11","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702701506644820175","everyone",2023-09-15 15:10:48,"1702701506644820175","en","1410290756460351494","EileenSellsFL","Central Florida☀️🌴","🏡Realtor® at RE/MAX Marketplace🐾Pet friendly🤝Assisting Buyers and Sellers with their real estate needs since 2006😊🏠❤🌿GRI, ABR®, SRES®, RSPS, SFR, MRP",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1410294008170037250/1EA65tBv_normal.jpg","Eileen Fuchs Realtor®","2021-06-30T17:35:12.000Z","1410309688156114949","https://t.co/StR1BHYd1e",76,0,0,0,0,0,123,246,1295,0,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"12","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702701187126964371","everyone",2023-09-15 15:09:32,"1702701187126964371","en","4166206576","10000Rays",NA,"☁️🐚☁️",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1249810627570393092/uHTvum1Y_normal.jpg","𝕞𝕒𝕣𝕖 𝕧𝕒𝕟","2015-11-11T20:04:39.000Z","1437967690879143936",NA,76,0,0,0,0,0,93,1418,4263,0,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"13","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702701071611597203","everyone",2023-09-15 15:09:04,"1702701071611597203","en","563968410","Darth_Mommie","anywhere you aren't","Until such a time as the world ends, we will act as though it intends to spin on.  - Nick Fury 
What do we say to the God of Death? Not today
#OrderofMerritt",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1464294367456280582/xGNOYkBR_normal.jpg","Hard-ass Space Mom, H-aSM","2012-04-26T17:15:27.000Z","1325239859364188162",NA,76,0,0,0,0,0,4365,1293,261234,92,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"14","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702698480144138658","everyone",2023-09-15 14:58:46,"1702698480144138658","en","700808656216936449","GalacticProcto","Milky Way","News of the odd and inexplicable: Bigfoot, UFOs, alien abduction, time travel, prehistoric lake monsters, and anything else that's just plain weird.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/700809504498196481/sQxmfbfU_normal.png","Galactic Procto","2016-02-19T22:26:18.000Z",NA,NA,76,0,0,0,0,0,449,531,2041,12,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"15","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702697184259371466","everyone",2023-09-15 14:53:37,"1702697184259371466","en","3243774329","jlcollura",NA,"",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1568730588768501762/HW3vXHCi_normal.jpg","JLC926","2015-05-09T18:14:08.000Z",NA,NA,76,0,0,0,0,0,79,973,6063,1,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"16","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702695854761496638","everyone",2023-09-15 14:48:20,"1702695854761496638","en","2752414868","caranddiner",NA,"Road trips, roadsters, and road food. Host: Bruce Hunt, Florida travel/history author: https://t.co/h7xhwaejLR ""Visiting Small-Town Florida 4th Ed."".",FALSE,FALSE,"https://pbs.twimg.com/profile_images/502529004704763904/ND0TNyWc_normal.jpeg","Car and Diner","2014-08-21T15:56:09.000Z",NA,"https://t.co/VCxImjwJWN",76,0,0,0,0,0,319,1383,3763,10,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"17","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702690601940967791","everyone",2023-09-15 14:27:28,"1702690601940967791","en","926418021484318720","Cartersmom04","Florida Country","Love for G0d🙏 Country 🇺🇸 Life ✝    Complacency is not an option | T3am G0d | IT guru/(RN retired)|🏡 🏫 👩‍👧| Fear is a liar| Venmo @Cristen-T",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1611932569439813633/K_SDmy69_normal.jpg","Cristen_WRTN🔴","2017-11-03T11:57:23.000Z","1284186939734851584",NA,76,0,0,0,0,0,1366,1685,77202,0,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"18","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702675192105894113","everyone",2023-09-15 13:26:14,"1702675192105894113","en","2513803810","tornadokid3","Georgia, USA","Weather Content Producer The Weather Companies an IBM Business, 43+ years of forecasting experience and fun with the weather. Views expressed are my own!",TRUE,FALSE,"https://pbs.twimg.com/profile_images/1702467015569498112/9ZFZBBxp_normal.jpg","James Wilson","2014-04-28T02:32:45.000Z","1306407829897646080","https://t.co/UnTL1PHmNy",76,0,0,0,0,0,3860,4995,104864,63,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"19","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702667473554731405","everyone",2023-09-15 12:55:34,"1702667473554731405","en","3095714561","DoctorTweetz","Naples, FL","Does your #business need #marketing #advertising or #networking? Build your #socialmedia #brand today! Certified partner of Referrizer at @DrTweetzSuite",FALSE,FALSE,"https://pbs.twimg.com/profile_images/962028546423009283/-8YxxjAy_normal.jpg","Doctor Tweetz","2015-03-19T01:20:05.000Z","1502105435905703945","https://t.co/69NTHHXXdU",76,0,0,0,0,0,2843,2665,100905,382,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"20","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702663326805709274","everyone",2023-09-15 12:39:05,"1702663326805709274","en","1344736819","lolwutfreshhell",NA,"Mermaid hair. Floridian but not like that. Don't ask what my tattoos say.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1451871769195843585/bbT24ioq_normal.jpg","linden tree by the sea","2013-04-11T16:12:54.000Z",NA,NA,76,0,0,0,0,0,167,782,31382,1,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"21","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702662510992646225","everyone",2023-09-15 12:35:51,"1702662510992646225","en","196619311","TweetsAroundFLA","Florida","Tweets Around #Florida Tag us in your pictures & adventures for possible RTs!",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1099682516364083201/UJ2SI2xf_normal.png","Tweets Around Florida","2010-09-29T14:49:11.000Z",NA,"https://t.co/DLuM9Fhur0",76,0,0,0,0,0,12044,5887,294104,330,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"22","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702660080276013223","everyone",2023-09-15 12:26:11,"1702660080276013223","en","1226521277894209538","SydneyReilly7",NA,"Scuba diver. World traveler. Sarcasm expert level.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1226521491535167488/MaNF5ux8_normal.jpg","Sydney Reilly","2020-02-09T15:00:46.000Z",NA,NA,76,0,0,0,0,0,18,51,115,0,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"23","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702658222128013778","everyone",2023-09-15 12:18:48,"1702658222128013778","en","955853221","academicknight","Orlando, Fl.","Speech Adjunct Prof. & UCF alumna who lives by Seinfeld quotes. Extemporaneous speaker & spontaneous tweeter. ""Brevity is the soul of wit."" -William Shakespeare",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1273341931955855361/5j8aAzhM_normal.jpg","Marlene T. Diaz","2012-11-18T17:02:38.000Z",NA,NA,76,0,0,0,0,0,1260,5002,91911,46,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"24","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702656037331853337","everyone",2023-09-15 12:10:07,"1702656037331853337","en","25830626","DenaLSmith","MadeiraBeach ","",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1702768653639249920/WNmFj-wv_normal.jpg","Dena 🌴","2009-03-22T15:29:11.000Z","1574942222466023426",NA,76,0,0,0,0,0,667,2060,7767,8,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"25","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702649162263581160","everyone",2023-09-15 11:42:48,"1702649162263581160","en","36869482","LeslieHudsonWx","Winter Park, FL","MMJ/Digital Meteorologist ➡️ @UF & @msstate Alum ➡️ 2X @tellyawards winner ➡️ @amsmetsoc AMS Seal # 1143➡️ Navigate un-forecasted storms with integrity.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1699429497727066112/nUOmRTp__normal.jpg","Leslie Hudson","2009-05-01T03:22:58.000Z",NA,"https://t.co/l3GICsuPOr",76,0,0,0,0,0,976,704,7371,32,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"26","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702645656857219330","everyone",2023-09-15 11:28:52,"1702645656857219330","en","386816636","ralpshtone","Florida     ","🤩   Dedicated Patriot!",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1490354307421638657/vCSV3Epi_normal.jpg","ralph stone","2011-10-07T23:39:15.000Z","1456648698776195079",NA,76,0,0,0,0,0,974,1330,218719,38,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"27","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702642478489198857","everyone",2023-09-15 11:16:15,"1702642478489198857","en","1577473790358978561","johnmkenney6","Lake Buena Vista, FL","Just trying to be a better human. Hospital ICU Cardiology, Sailing, Tampa Bay Lightning fan, Animal Friend,Volunteer, Advocate for the Homeless",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1675603001526951937/77xNQYeW_normal.jpg","ObeyMyDog","2022-10-05T01:40:47.000Z",NA,"https://t.co/1XDysDFy0x",76,0,0,0,0,0,129,156,1737,1,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
"28","RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida . https   twitter com PaulFox13 status 1702498850668204404 photo 1",FALSE,"1702637258103312601","everyone",2023-09-15 10:55:30,"1702637258103312601","en","1485027956250533893","DurmBull","Durham, NC","Opinions are my own. I’m not for everyone. Contrary to popular belief, I was not created in a lab to annoy you.  🏳️‍🌈",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1487501698889359362/4r9kond1_normal.jpg","Another Guy Named Michael (made in a lab)","2022-01-22T23:13:58.000Z","1695142149560406110",NA,76,0,0,0,0,0,270,511,9002,5,"RT @PaulFox13: Reports of bioluminescence near Anna Maria Island recently. The light is produced by a natural chemical process, most commonly in algae blooms. Check out the glow in the water off Coquina Beach Tuesday night! 📷 Jonelle Lyn Forbes #Florida https://t.co/x5t96uUizp",NA,NA
