"","text","lang","author_id","possibly_sensitive","in_reply_to_user_id","id","conversation_id","reply_settings","created_at.x","username","created_at.y","protected","description","verified","location","profile_image_url","name","pinned_tweet_id","url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"11","@deenibikini @RealSaltLife @Pier60ClwBeach @BoatsBeachBars @FtLauderdaleSun @ronjons @OpalSandsResort @beachlifemind @DunedinBeach @mom2g08 @scottydavis TY ! Pls keep posting from CWB  👍🏻","en","1709194201",FALSE,"2564475435","1026566505629208576","1025872133170319362","everyone",2018-08-06 20:31:42,"KENDALLKUBAN","2013-08-29T05:11:41.000Z",FALSE,"Mind of a Queen, heart of a warrior 

Don’t be a fool & presume to know me",FALSE,"305 @ ❤️ ","https://pbs.twimg.com/profile_images/650791104514682880/gSDdTQVu_normal.jpg","queenB",NA,NA,NA,0,0,1,0,0,792,47,71797,37
"12","@seaniep Damn Red Tide.","en","898374318",FALSE,"19985334","1027352488419254272","1027349933807034368","everyone",2018-08-09 00:34:55,"Randy_Shannon","2012-10-22T20:45:37.000Z",FALSE,"Senior Electrical Designer 50+ years a Florida Resident.
Laugh EVERYDAY
Go Gators 🐊 Go Bucs 🏴‍☠️ Go Lightning⚡
I Fish, a lot. (R)",FALSE,"Mary Lou Lake","https://pbs.twimg.com/profile_images/1588598511125364738/13ElujLv_normal.jpg","⚡OG",NA,NA,"ab944f41faea7e2f",0,0,0,0,0,2083,1058,129542,67
"13","@PoppyHarlowCNN Follow up your red tide report and what can be done.  Talk to https://t.co/XqCwXwGuzH","en","174635774",FALSE,"69480815","1027555800766664704","1027555800766664704","everyone",2018-08-09 14:02:48,"TeemRay","2010-08-04T12:29:18.000Z",FALSE,"USCG Captain.            https://t.co/oSIhEymd4I Speedway Sparkplug 1973 Indiana Hoosier 1978",FALSE,"Tarpon Springs, FL","https://pbs.twimg.com/profile_images/1336872693283647488/dB6OFrr8_normal.jpg","Thom Ray","1109096980242939904","https://t.co/oSIhEymd4I","4ad609c5e10fc033",1,0,0,0,0,70,257,463,1
"14","POSTPONED
Due to the Red Tide that is currently making its way into Clearwater our Beach Baptisms will be postponed to a later date. Stay tuned! https://t.co/ZFNqcBb6S1","en","136502539",FALSE,NA,"1027609019115085829","1027609019115085829","everyone",2018-08-09 17:34:16,"Countryside_CC","2010-04-24T03:45:37.000Z",FALSE,"Countryside Christian Church is a nondenominational church in Clearwater, Florida. We have a heart to serve people & reach them with the message of God's love.",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/989557557701197824/pqZVzbvY_normal.jpg","Countryside",NA,"https://t.co/yl06K6QfhZ","700eeb799fa55a4b",0,0,1,0,0,570,31,3732,3
"15","Best news I've heard....#redtide https://t.co/mj91A3oJMD","en","427928463",FALSE,NA,"1028279931892125696","1028279931892125696","everyone",2018-08-11 14:00:14,"angiedillman22","2011-12-04T04:16:14.000Z",FALSE,"🌺Majored in biology, workin, have a degree in Design, DM me if interested in any design or art I put out, I can make anything custom to your needs📿🕯🦋🌷",FALSE,"Palm Harbor, FL","https://pbs.twimg.com/profile_images/1299489665326743556/-dWVjWGW_normal.jpg","Angie Dillman","1484937206443966465",NA,"c5a8a3c8523b835e",0,0,0,0,0,38,89,1131,0
"16","Had an awesome time at Clearwater Beach the other day! The water was refreshing and no red tide!
:
:
:
#RobFamVacation2018 #summervacation #summer #vacation #floridavacation #swimming… https://t.co/YKWLJRTwbw","en","2594056208",FALSE,NA,"1028720975095971845","1028720975095971845","everyone",2018-08-12 19:12:47,"RobinsonMikeD","2014-06-29T02:30:44.000Z",FALSE,"SCIF Manager | Instructor, Strat Guidance & Space Ops, USAFCENT, Shaw AFB, SC. Retired USAF, Husband/Father, NASCAR: RFK Racing, Team Penske & Wood Brothers!",FALSE,"Sumter, SC","https://pbs.twimg.com/profile_images/846922503775633408/6iUES1UP_normal.jpg","Michael Robinson",NA,NA,"700eeb799fa55a4b",0,0,0,0,0,229,334,7955,8
"17","Pictures of paula.l.robinson and me together at Clearwater Beach the other day! The water was refreshing and no red tide!
:
:
:
#RobFamVacation2018 #summervacation #summer #vacation… https://t.co/tHt7UBAIoc","en","2594056208",FALSE,NA,"1028755628662157318","1028755628662157318","everyone",2018-08-12 21:30:29,"RobinsonMikeD","2014-06-29T02:30:44.000Z",FALSE,"SCIF Manager | Instructor, Strat Guidance & Space Ops, USAFCENT, Shaw AFB, SC. Retired USAF, Husband/Father, NASCAR: RFK Racing, Team Penske & Wood Brothers!",FALSE,"Sumter, SC","https://pbs.twimg.com/profile_images/846922503775633408/6iUES1UP_normal.jpg","Michael Robinson",NA,NA,"700eeb799fa55a4b",0,0,0,0,0,229,334,7955,8
"18","https://t.co/20F0AFG9Wl","zxx","901629682369667073",FALSE,NA,"1029470792894038016","1029470792894038016","everyone",2018-08-14 20:52:18,"DiveForACause","2017-08-27T02:17:22.000Z",FALSE,"Dive For A Cause Inc is a non-profit organization created to raise awareness about marine life, restore the gulf coast waters; cleaning debris &, building reefs",FALSE,"Dunedin, FL","https://pbs.twimg.com/profile_images/1029185051731390470/XwsGcA1V_normal.jpg","Dive For A Cause Inc.","991948066566623232","https://t.co/y094YcS519","608a091166e5ddb0",0,0,1,0,0,270,454,26,0
"19","""Breakout of harmful red tide algae spreads throughout Florida waters""  https://t.co/ghBXFoYAcW","en","52130238",FALSE,NA,"1030542933500542976","1030542933500542976","everyone",2018-08-17 19:52:36,"TBRaysTwins","2009-06-29T17:51:39.000Z",FALSE,"✝️. Twins by Birth, Rays at Heart.💞 @UF M.S.🐊🐊 USF Alums.🤘🤘Rays, Rowdies & Bucs Marketing. @RaysTwinChristy @RaysTwinLizzie #RaysUp #ChampaBay",FALSE,"Clearwater Beach| St.Pete 😎🌴","https://pbs.twimg.com/profile_images/1597108176989691904/7Q_6GUmL_normal.jpg","💙⚾️ Christina/Elizabeth 💙💥",NA,"https://t.co/l96UXiHtSb","700eeb799fa55a4b",0,0,0,0,0,3650,4725,293632,113
"20","@WillisStalemate @NWSMiami Never like this! Red tide is one thing, but this is much more then red tide...but they keep blaming it on red tide. #Bigsugar #Greed #fertilizerrunoff","en","1508694284",FALSE,"722883702","1030671006048964610","1030453344236650498","everyone",2018-08-18 04:21:31,"trinityg35","2013-06-12T04:10:23.000Z",FALSE,"Gemini ~Creative ~My passion~Living a positive lifestyle Body~Mind~Spirit.  Dog Mom 🐾🐾",FALSE,"Florida","https://pbs.twimg.com/profile_images/913978774793986048/sKpMfCaL_normal.jpg","Trinity","1603921210307497986",NA,"c5a8a3c8523b835e",0,0,0,0,0,1010,2338,10710,62
"21","Florida's toxic red tide: These are the scientists on the front lines of... https://t.co/oEjXXR9BO6 via @YouTube","en","1508694284",FALSE,NA,"1030676538704965633","1030676538704965633","everyone",2018-08-18 04:43:30,"trinityg35","2013-06-12T04:10:23.000Z",FALSE,"Gemini ~Creative ~My passion~Living a positive lifestyle Body~Mind~Spirit.  Dog Mom 🐾🐾",FALSE,"Florida","https://pbs.twimg.com/profile_images/913978774793986048/sKpMfCaL_normal.jpg","Trinity","1603921210307497986",NA,"c5a8a3c8523b835e",0,0,0,0,0,1010,2338,10710,62
"22","@DrewOnTheRadio @SethKush Is Mercury in retrograde or is the red tide polluting our collective minds?  What is happening today??? #DGL #LOD","en","16474630",FALSE,"121461116","1031983180616740867","1031983180616740867","everyone",2018-08-21 19:15:38,"torreymspears","2008-09-26T20:54:01.000Z",FALSE,"I Love America.  Let's talk politics, sports, and entertainment.  #GoVols, #ChiefsKingdom, #MFFL, #AEW. When I die - turn my tweets into a book. - Gina Linetti",FALSE,"Myakka City, FL","https://pbs.twimg.com/profile_images/1613206128027918336/FwMBQFCa_normal.jpg","Torrey M. Spears 🇺🇸","962317800575586304","https://t.co/Y1r5xbxp4S","c5a8a3c8523b835e",0,0,1,0,0,4363,5000,100326,82
"23","No red tide in Clearwater @ Clearwater Beach https://t.co/QjPm1JOyOS","en","304023921",FALSE,NA,"1032036450827730946","1032036450827730946","everyone",2018-08-21 22:47:18,"julieclaudette","2011-05-23T20:11:57.000Z",FALSE,"Grateful to be a child of God and a mom!!  💜🙏💖",FALSE,"Wisconsin, USA","https://pbs.twimg.com/profile_images/745549225941839872/9hteQigG_normal.jpg","Juls",NA,NA,"700eeb799fa55a4b",0,0,0,0,0,15,172,409,0
"24","I'm glad to report that there are no fish right now. #RedTide #floridalife🌴 @ Dunedin Causeway Bridge https://t.co/u68HvVpgT5","en","16137861",FALSE,NA,"1032715565373251584","1032715565373251584","everyone",2018-08-23 19:45:52,"BabyTease","2008-09-05T00:44:25.000Z",FALSE,"1 son & 5 furbabies. Disney dreamer, lead-foot and a potty-mouth. I cook, craft and hope to have a garden & chickens someday. @orange_smiles_handmade on IG",FALSE,"Columbus, OH","https://pbs.twimg.com/profile_images/469292674558619648/N0SaLxEk_normal.jpeg","Kim N Williams",NA,NA,"608a091166e5ddb0",0,0,0,0,0,302,420,5687,23
"25","Love the water!! No red Tide today #businessleaders #realestate #realestatebroker #realestateagent #realtors #clearwater #florida #fun #businesswoman #author #speakers #women… https://t.co/dGOhaSWDfo","en","2456862402",FALSE,NA,"1034175121060229120","1034175121060229120","everyone",2018-08-27 20:25:37,"KimHaCampbell","2014-04-21T16:55:34.000Z",FALSE,"...Where #Business #Peace and #Abundance Emerge!
 Kim Ha’ Campbell is #Author of  the book Inner Peace Outer Abundance #ipoa #innerpeaceouterabundance",FALSE,"Atlanta, GA","https://pbs.twimg.com/profile_images/1039194204126109696/6PLt0mtO_normal.jpg","Kim Ha Campbell",NA,"https://t.co/ApHnUpEe3N","700eeb799fa55a4b",0,0,0,0,0,2350,89,662,16
"26","Florida is beautiful. And Clearwater Beach has NO red tide https://t.co/BrPJr5aUmp","en","3903047592",FALSE,NA,"1035284884514893824","1035284884514893824","everyone",2018-08-30 21:55:25,"DLynnFisher","2015-10-15T13:28:10.000Z",FALSE,"Educator, Emergency Manager and sometimes too loud. Opinions are my own. Just trying to make a positive change. Austin Peay State University #LetsGoPeay",FALSE,"Clarksville, TN","https://pbs.twimg.com/profile_images/1584001027816177664/lmKAkqze_normal.jpg","faux Lynn Fisher","1081720271646670848",NA,"700eeb799fa55a4b",0,0,4,0,0,592,938,10468,13
"27","JESUS blood is the RED TIDE of liquid love for blessing for all who believe! https://t.co/2GnFW5b8mv","en","380467323",FALSE,NA,"1036262531550068736","1036262531550068736","everyone",2018-09-02 14:40:15,"KofikoshieS","2011-09-26T18:04:58.000Z",FALSE,"International Evangelist, Author, song Writer, Comedian, photographer, clothes designer, husband, Founder of Emmanuel Laborers Ministries International.",FALSE,"Ghana/USA","https://pbs.twimg.com/profile_images/1422714547287298055/vkptH7Bv_normal.jpg","EmmanuelLaborersMin.","905475162266578945","https://t.co/Lw7sPpjb9a","608a091166e5ddb0",0,0,1,0,0,104,425,2357,4
"28","@franciedol Hi there! As of right now, there are only low concentrations of Red Tide in the southern tip of Pinellas County, and no obvious signs of it on our beaches. You can view an up to date map of affected areas at https://t.co/GfhUFd0dCv","en","23946417",FALSE,"19297439","1037413928832303104","1037338022902157313","everyone",2018-09-05 18:55:29,"VSPC","2009-03-12T13:30:09.000Z",FALSE,"Let’s make every day a beach day. Let’s reconnect. Let’s dig in al fresco. Let’s marvel at masterpieces. Let’s shine in St. Pete/Clearwater, Florida.  ☀️🌴🏖",TRUE,"St. Pete/Clearwater, Florida","https://pbs.twimg.com/profile_images/1549488179962695680/UvApv2TZ_normal.jpg","St. Pete/Clearwater",NA,"https://t.co/qXsheaB3Vm","608a091166e5ddb0",0,1,1,0,0,107266,2618,53464,855
"29","SEN Nelson FYI RED TIDE WAS RECORDED IN FLA IN THE 16th CENTURY AND EVER SINCE. YOU MAY HAVE BEEN AROUND THEN BUT TO BLAME GOV SCOTT FOR IT IS JUST STUPID AND SHOWS YOU SHOULD THINK RETIREMENT.","en","730141045191741440",FALSE,NA,"1038059234586443777","1038059234586443777","everyone",2018-09-07 13:39:42,"cheddacoin","2016-05-10T21:02:45.000Z",FALSE,"culture and community!",FALSE,"metaverse","https://pbs.twimg.com/profile_images/1482982447029493763/ASTbnCX5_normal.jpg","cheddacoin",NA,NA,"c5a8a3c8523b835e",1,0,1,0,0,2093,154,47645,50
"30","I'm allergic to oak. It usually blooms between March and May. This entire summer my eyes have been bleeding from #RedTide. I live two miles from Indian Rocks Beach.
@AndrewGillum will do something about it! https://t.co/Gtr2HViKWZ","en","2862682151",FALSE,NA,"1038632838323679232","1038632838323679232","everyone",2018-09-09 03:39:00,"KoriWasinger","2014-11-05T15:36:14.000Z",FALSE,"Biden/Harris 2020
Obama/Clinton Democrat
Your Vice President is a Black Woman 
LGBTQ 🌈Ally 🌈
I ❤ My Dog",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/1332155318663606272/COYbzl14_normal.jpg","💛Fatting Anne Lamott 💛","1299719325138464768",NA,"e54569d90c7032c0",0,0,0,0,0,3337,1510,193123,88
"31","Came to our happy place. The Bait House in Clearwater Beach. Nice ride over, some red tide around Madeira and Reddington Beaches.  #greatfood #ringtoss #CWB… https://t.co/177EU6VY50","en","180350135",FALSE,NA,"1038831772266586112","1038831772266586112","everyone",2018-09-09 16:49:29,"Gcortho","2010-08-19T12:21:09.000Z",FALSE,"Husband to an amazing wife and Father to the best 2 daughters in the world. #GOD #maga",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/547936775730372608/WCnKcux7_normal.jpeg","Matt Vogler",NA,NA,"700eeb799fa55a4b",0,0,1,0,0,386,1126,4232,2
"32","Walk swim walk no red tide here https://t.co/X33HSbKfjb","en","62637676",FALSE,NA,"1039531853101899776","1039531853101899776","everyone",2018-09-11 15:11:22,"lambertwit","2009-08-03T22:18:03.000Z",FALSE,"",FALSE,NA,"https://pbs.twimg.com/profile_images/3547030168/5c9ebaa635ac4cbe03341523ad3da715_normal.jpeg","John F. Lambert",NA,"http://t.co/GlfIVJJxDU","700eeb799fa55a4b",0,0,0,0,0,57,188,804,0
"33","@carla_vassiliou #prayforourbeaches🙋‍♂️🐡🐠🐟🐋🐳#Redtide#sadforourpristinebeaches🌴🐬🐋🌺 https://t.co/z3WQzdjp4S","en","3217366373",FALSE,"3217366373","1039982523013574658","1039982523013574658","everyone",2018-09-12 21:02:10,"carla_vassiliou","2015-04-28T14:31:17.000Z",FALSE,"Adventurous beach Lover. Living my best life 🧬💓",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/613803080073789441/mz9mbS-z_normal.jpg","Carlav_Salt life",NA,NA,"07d9ced29ec80000",0,0,0,0,0,120,384,2301,15
"34","Red Tide: Is Florida seafood safe to eat? Some is, some not.  @lreiley has the answers.   https://t.co/VIYjrZYwv8 via @TB_Times #RedTide #foodtravelchat","en","15518828",FALSE,NA,"1040226989863522304","1040226989863522304","everyone",2018-09-13 13:13:35,"SharonKWn","2008-07-21T18:36:22.000Z",FALSE,"Sharon Kennedy Wynne, entertainment & events writer, editor at the Tampa Bay Times @TB_Times. Mom, foodie, news junkie & fan of rollercoasters and theme parks",TRUE,"St. Petersburg, Fla.","https://pbs.twimg.com/profile_images/744440755456966656/bid9_O7Z_normal.jpg","Sharon Kennedy Wynne",NA,"https://t.co/nqGE2gcEFd","26b27cadf61e2e58",0,0,0,0,0,2889,1296,15433,84
"35","Dad comes to visit us for the first time in #florida and we feed him to sharks! We then walked him straight out to the #redtide. Anyone else up for a visit? 🦈😷❗️😂 #clearwateraquarium… https://t.co/15rA9HLCTE","en","728977637050220546",FALSE,NA,"1040326494072045574","1040326494072045574","everyone",2018-09-13 19:48:59,"art4theppl","2016-05-07T15:59:47.000Z",FALSE,"I make art to advance social and environmental causes. 💚💪🌎🌳🎨",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/1166030721061928963/7z0LSRdg_normal.jpg","Steph Hargrove","1261336221541957634","https://t.co/nIVBPlidju","700eeb799fa55a4b",0,0,0,0,0,58,335,857,2
"36","Just when I thought we were safe from the #RedTide I swim right into a snapper corpse","en","537637786",FALSE,NA,"1040388382533271552","1040388382533271552","everyone",2018-09-13 23:54:54,"rissa_poole","2012-03-26T22:59:22.000Z",FALSE,"Proverbs 31:26",FALSE,NA,"https://pbs.twimg.com/profile_images/1562968712302534656/HWiM3HSQ_normal.jpg","Marissa Poole",NA,NA,"700eeb799fa55a4b",0,0,0,0,0,301,401,5538,0
"37","Sad, dead fish at Honeymoon Island #redtide @FOX13News https://t.co/gj8TyA0V8L","en","403580377",FALSE,NA,"1040635255315673088","1040635255315673088","everyone",2018-09-14 16:15:53,"ChristieoTV","2011-11-02T18:06:43.000Z",FALSE,"Social media producer, storyteller, teaching businesses how to turn followers into customers. Cheese, coffee addict. Hockey is life 🏒",TRUE,"Tampa, FL","https://pbs.twimg.com/profile_images/1177594552779186176/K44Q0Hw8_normal.jpg","Christie O'Sullivan",NA,"https://t.co/nA4xZ1H6oq","608a091166e5ddb0",3,0,6,0,0,906,957,3579,38
"38","Damn the red tide made it’s way to clearwater ☹️","en","1320583322",FALSE,NA,"1041324077582041088","1041324077582041088","everyone",2018-09-16 13:53:01,"coddeee","2013-04-01T15:34:58.000Z",FALSE,"you only have one life to make your dreams come true 🙏",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1604824525128060929/U5VqUOY7_normal.jpg","cody",NA,NA,"4ad609c5e10fc033",0,0,3,0,0,434,211,30946,3
"39","@StephenKing Love it! ""Red Tide Rick.""","en","3047057417",FALSE,"2233154425","1042307356208623616","1042155609364283392","everyone",2018-09-19 07:00:13,"cdurbin2112","2015-02-20T15:30:10.000Z",FALSE,"Director, Time Out of Time, Indie Feature, Screenwriter, Supporting Film in Florida, Member of theTampa Bay Film Society, Supporter for Indie Films.",FALSE,"Palm Harbor, Florida","https://pbs.twimg.com/profile_images/1171482622037331969/b_1sP8Xz_normal.jpg","Chuck Durbin",NA,"https://t.co/OxzVsE6hfN","c5a8a3c8523b835e",0,0,2,0,0,4886,5494,3710,60
"40","My friend took this picture over the weekend of St. Pete Beach littered with dead fish thanks to red tide. @AndrewGillum how do you plan to address this if elected governor? #florida #redtide https://t.co/jfibbS1jM3","en","2506915454",FALSE,NA,"1042395150310363136","1042395150310363136","everyone",2018-09-19 12:49:05,"ashleytweets216","2014-05-19T09:19:55.000Z",FALSE,"#CorgiCrew 🐶 IG: @ashleydrichmond",FALSE,"FL","https://pbs.twimg.com/profile_images/1532468103426236423/TNcc0JSy_normal.jpg","Corgmom","1537256171236737025",NA,"e54569d90c7032c0",0,1,1,0,0,1353,955,22899,42
"41","No sign of #RedTide anywhere in #Tarponsprings ! Come out on our boat trips to enjoy the clear, calm water and great weather for #scubadiving trips and #fishingcharters  
🌊👌😎⛵️🎣 https://t.co/0FdhkUTBsT","en","1029015884",FALSE,NA,"1042410231257591808","1042410231257591808","everyone",2018-09-19 13:49:00,"NarcosisScubaCe","2012-12-22T18:21:32.000Z",FALSE,"(727)-934-DIVE (3483)",FALSE,"528 East Tarpon Avenue","https://pbs.twimg.com/profile_images/1620791927103782916/YwLGsLSP_normal.jpg","#Narcosis Scuba",NA,"https://t.co/vWBBssA62N","4ad609c5e10fc033",2,3,3,1,0,156,227,1918,11
"42","@NarcosisScubaCe @1ChordWonder Sweet
https://t.co/iztpyNzzAc 
☂️😇☂️ 
Fallout101 https://t.co/IG6uQWcUbt","en","920774385866129408",FALSE,"1029015884","1042423268991352832","1042410231257591808","everyone",2018-09-19 14:40:49,"aiwandia","2017-10-18T22:11:35.000Z",FALSE,"It's been a long time coming, gonna be a long time gone, and it appears to be a law. Time, such a long long time before the dawn.☂️☂️☂️☂️☂️",FALSE,"Brought to you by the Richard Blum Poverty Institute.","https://pbs.twimg.com/profile_images/923702975536574464/O8kgLxTf_normal.jpg","Aiwandia",NA,NA,NA,0,1,0,0,0,16,427,2525,1
"43","@aiwandia @NarcosisScubaCe FUCK OFF!","en","23024891",FALSE,"920774385866129408","1042425270517555200","1042410231257591808","everyone",2018-09-19 14:48:46,"1ChordWonder","2009-03-06T03:39:03.000Z",FALSE,"I do NOT shut up!
Truth Social - @1chordwonder

Calling out #MSM #PublicOfficials #Perverts #Abusers #Greed #Apathy #LookAlikes #TunnelDwellers",FALSE,"USA","https://pbs.twimg.com/profile_images/1356119699730411520/QTtDdO40_normal.jpg","JS™","1149535945533710336",NA,NA,0,0,0,0,0,3534,3541,186360,31
"44","@NarcosisScubaCe How much are the dive charters?","en","358464377",FALSE,"1029015884","1042451042670178304","1042410231257591808","everyone",2018-09-19 16:31:11,"AntonioParis","2011-08-19T23:49:31.000Z",FALSE,"Astrophysicist, Explorer, and Combat Veteran.",TRUE,"3rd Rock from the Sun","https://pbs.twimg.com/profile_images/1349060470859206656/wyTmqUPf_normal.jpg","Antonio Paris","1609875199058448385","https://t.co/vqAXrEZUot",NA,0,0,0,0,0,374006,135545,56740,1927
