"","text","lang","possibly_sensitive","id","created_at.x","conversation_id","author_id","reply_settings","in_reply_to_user_id","location","created_at.y","username","name","profile_image_url","protected","verified","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","url","text_with_display_links"
"35","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417868191762722817",2021-07-21 15:24:54,"1417868191762722817","1241823881050161152","everyone",NA,"Northern Minnesota","2020-03-22T20:28:06.000Z","1_OldGeezer1950","Dave Morningstar","https://pbs.twimg.com/profile_images/1250469594118139904/_3U7DE8g_normal.jpg",FALSE,FALSE,"Lifelong Registered Democrat, Truth seeker, Animal lover,  Musician, Political junkie. Love REAL Science, Electronics & Climate activist ...  Just an old Guy ;)","1305606285325488128",25,0,0,0,0,NA,5142,5307,133430,6,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"36","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417869511743705091",2021-07-21 15:30:08,"1417869511743705091","1348672208311345153","everyone",NA,NA,"2021-01-11T16:45:10.000Z","TampaWoman1965","Cristina 🇺🇸🇨🇺","https://pbs.twimg.com/profile_images/1507340872433782793/jKmGdUs6_normal.jpg",FALSE,FALSE,"My mother's daughter","1406921543528202240",25,0,0,0,0,NA,1507,3378,183781,8,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"37","Coming soon! Learn what you can do to help. 
https://t.co/UP7vMp6OPr","en",FALSE,"1417871767301918720",2021-07-21 15:39:06,"1417866029544390667","1161269334188183553","everyone","1161269334188183553","Key West, Florida","2019-08-13T13:32:39.000Z","DemsKeys","FloridaKeysDems DemCastFL Lead ☮️ OVFL💔","https://pbs.twimg.com/profile_images/1161271342190268417/CXDmrVyj_normal.png",FALSE,FALSE,"True Blue #OneV1 Z25 #DemCast #NDLB #FL26 blog@keysdems.com https://t.co/T98HbQK4Gd… https://t.co/AroIFD6RqR
New! KeysDems@Masto.ai","1592263868281393152",2,0,2,1,0,NA,9908,9554,64541,47,"https://t.co/mdvUNArmgu",NA
"38","@DemsKeys https://t.co/yfPbJOkQXk","qme",FALSE,"1417873542788624395",2021-07-21 15:46:10,"1417866029544390667","1122540879162617856","everyone","1161269334188183553","Florida, USA","2019-04-28T16:39:36.000Z","eileenvan55","@Eileenvan55 💔 Eileen to the left 😷","https://pbs.twimg.com/profile_images/1575945408664174648/PlWcK-Ah_normal.jpg",FALSE,FALSE,"Liberal AF 🚫Citizens United, I’m Antifa Pro-choice #JusticeMatters Fighting disinformation, #RadicalRacistReich women’s liberties should not be in courts 🚫DMs","1371975661737418763",4,1,5,0,0,NA,14227,14171,124401,26,"https://t.co/x0DTbWYZ6q",NA
"39","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417873842882629638",2021-07-21 15:47:21,"1417873842882629638","1178751075479937024","everyone",NA,NA,"2019-09-30T19:19:07.000Z","AlcairoCrystal","Crystal Alcairo","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"Mother of five, grandmother of three so far,  Army veteran wife of nearly 39 years of a retired Army veteran. Mother of two sailors, and proud liberal.",NA,25,0,0,0,0,NA,552,839,139096,0,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"40","@DemsKeys @tizzywoman DeSatan will bluster, bloviate, and ignore reporters questions he doesn't like, and in the end, nothing will be done.","en",FALSE,"1417874027285303299",2021-07-21 15:48:05,"1417866029544390667","1178751075479937024","everyone","1161269334188183553",NA,"2019-09-30T19:19:07.000Z","AlcairoCrystal","Crystal Alcairo","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"Mother of five, grandmother of three so far,  Army veteran wife of nearly 39 years of a retired Army veteran. Mother of two sailors, and proud liberal.",NA,0,0,1,0,0,NA,552,839,139104,0,NA,NA
"41","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417874882084413443",2021-07-21 15:51:29,"1417874882084413443","2474734518","everyone",NA,"Volusia County, Florida","2014-05-03T00:59:03.000Z","NovoDems","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","1333115271708631046",25,0,0,0,0,NA,2450,2439,49780,34,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"42","@eileenvan55 https://t.co/EO4Sb8YZqC","qme",FALSE,"1417875073969659904",2021-07-21 15:52:15,"1417866029544390667","1161269334188183553","everyone","1122540879162617856","Key West, Florida","2019-08-13T13:32:39.000Z","DemsKeys","FloridaKeysDems DemCastFL Lead ☮️ OVFL💔","https://pbs.twimg.com/profile_images/1161271342190268417/CXDmrVyj_normal.png",FALSE,FALSE,"True Blue #OneV1 Z25 #DemCast #NDLB #FL26 blog@keysdems.com https://t.co/T98HbQK4Gd… https://t.co/AroIFD6RqR
New! KeysDems@Masto.ai","1592263868281393152",2,0,2,0,0,NA,9908,9554,64541,47,"https://t.co/mdvUNArmgu",NA
"43","@cutrightest @DemsKeys Yes, and septic tanks are especially bad for the Florida peninsula, which has a rare geology that allows water to flow underground and spreads pollution far away from its septic source","en",FALSE,"1417875473275703297",2021-07-21 15:53:50,"1417866029544390667","2474734518","everyone","937146402291044352","Volusia County, Florida","2014-05-03T00:59:03.000Z","NovoDems","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","1333115271708631046",0,2,2,0,0,NA,2450,2439,49782,34,NA,NA
"44","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417875698966884355",2021-07-21 15:54:44,"1417875698966884355","1162779138740015104","everyone",NA,"Kevin McCarthy Sucks","2019-08-17T17:32:32.000Z","KeepItBlueDems","KeepItBlueDems","https://pbs.twimg.com/profile_images/1616199365806428160/M4PIr4mS_normal.jpg",FALSE,FALSE,"Proud Air Force Mom of Two, G-ma to 3 Boys","1567588252252778496",25,0,0,0,0,NA,6674,6779,417713,28,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"45","@NovoDems @cutrightest Porous rock and uninspected septic tanks are a recipe for disaster.","en",FALSE,"1417876509222658052",2021-07-21 15:57:57,"1417866029544390667","1161269334188183553","everyone","2474734518","Key West, Florida","2019-08-13T13:32:39.000Z","DemsKeys","FloridaKeysDems DemCastFL Lead ☮️ OVFL💔","https://pbs.twimg.com/profile_images/1161271342190268417/CXDmrVyj_normal.png",FALSE,FALSE,"True Blue #OneV1 Z25 #DemCast #NDLB #FL26 blog@keysdems.com https://t.co/T98HbQK4Gd… https://t.co/AroIFD6RqR
New! KeysDems@Masto.ai","1592263868281393152",0,0,2,0,0,NA,9908,9554,64541,47,"https://t.co/mdvUNArmgu",NA
"46","@NovoDems @DemsKeys oh wow, sorry to bug you but is this geology due to the way florida joined this larger bit of land in the tetonic shifts?","en",FALSE,"1417876525429448705",2021-07-21 15:58:01,"1417866029544390667","937146402291044352","everyone","2474734518","Florida, USA","2017-12-03T02:28:08.000Z","cutrightest","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love",NA,0,2,0,0,0,NA,253,414,17149,1,NA,NA
"47","@cutrightest @DemsKeys So, ask us about Democratic Values or volunteering or electing Democrats and we feel qualified to answer. For FL geology, peruse this article https://t.co/tIt5sGIG2J","en",FALSE,"1417877124157935626",2021-07-21 16:00:23,"1417866029544390667","2474734518","everyone","937146402291044352","Volusia County, Florida","2014-05-03T00:59:03.000Z","NovoDems","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","1333115271708631046",2,1,2,0,0,NA,2450,2439,49782,34,NA,NA
"48","@cutrightest @DemsKeys Short answer: apparently not related to tectonic movement.","en",FALSE,"1417877616112152577",2021-07-21 16:02:21,"1417866029544390667","2474734518","everyone","937146402291044352","Volusia County, Florida","2014-05-03T00:59:03.000Z","NovoDems","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","1333115271708631046",0,1,1,0,0,NA,2450,2439,49782,34,NA,NA
"49","@NovoDems @DemsKeys ty. in my simple mind i see the ocean just flowing under florida w the aquifers ha! idiot to the core","en",FALSE,"1417878000947826693",2021-07-21 16:03:52,"1417866029544390667","937146402291044352","everyone","2474734518","Florida, USA","2017-12-03T02:28:08.000Z","cutrightest","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love",NA,0,1,0,0,0,NA,253,414,17149,1,NA,NA
"50","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417878339931578369",2021-07-21 16:05:13,"1417878339931578369","1047956117916200960","everyone",NA,"DeSantistan","2018-10-04T21:06:23.000Z","Mistyfied352","Misty","https://pbs.twimg.com/profile_images/1613181202705309702/vu_1GNwq_normal.jpg",FALSE,FALSE,"""If 99% of us (Dems) voted it wouldn't matter how much the 1% spends on our elections"" ~Barack Obama #VoteBlue","1392813969707094017",25,0,0,0,0,NA,3146,4605,36152,1,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"51","@cutrightest @DemsKeys Hey, no insulting Democrats in this space! We learned something today","en",FALSE,"1417881579423215618",2021-07-21 16:18:06,"1417866029544390667","2474734518","everyone","937146402291044352","Volusia County, Florida","2014-05-03T00:59:03.000Z","NovoDems","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","1333115271708631046",0,1,2,0,0,NA,2450,2439,49782,34,NA,NA
"52","@NovoDems @DemsKeys we have to be ignorant in order to learn! only know it alls cant learn anything. i like emphasizing my ignorance - it seems so many have a difficult time w the idea that learning implies ignorance. bit weird too","en",FALSE,"1417882592943251458",2021-07-21 16:22:07,"1417866029544390667","937146402291044352","everyone","2474734518","Florida, USA","2017-12-03T02:28:08.000Z","cutrightest","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love",NA,0,1,1,0,0,NA,253,414,17149,1,NA,NA
"53","@cutrightest @DemsKeys Your question was a teacher","en",FALSE,"1417882765844963335",2021-07-21 16:22:49,"1417866029544390667","2474734518","everyone","937146402291044352","Volusia County, Florida","2014-05-03T00:59:03.000Z","NovoDems","Democratic Values In Action #DemCast","https://pbs.twimg.com/profile_images/1080626457578213376/CI1RH6Qj_normal.jpg",FALSE,FALSE,"Democratic Values In Action - North Volusia County, Florida - Daytona Beach - Ormond Beach area","1333115271708631046",0,1,0,0,0,NA,2450,2439,49782,34,NA,NA
"54","@NovoDems @DemsKeys ha funny that. ha. who knew. i thought you were the teacher. ha","en",FALSE,"1417882975572795405",2021-07-21 16:23:39,"1417866029544390667","937146402291044352","everyone","2474734518","Florida, USA","2017-12-03T02:28:08.000Z","cutrightest","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love",NA,0,0,0,0,0,NA,253,414,17149,1,NA,NA
"55","@NovoDems @DemsKeys also funny: i learned more abt teutonic plates shifting than from geology class by gardening cycads. cycads moved around the planet with the shifts +thats how we got coontie. i tell ppl to garden: play in the dirt plus whole fields of study all nite long ... i'm curious nerd","en",FALSE,"1417884191124074500",2021-07-21 16:28:28,"1417866029544390667","937146402291044352","everyone","2474734518","Florida, USA","2017-12-03T02:28:08.000Z","cutrightest","cutrightest","https://pbs.twimg.com/profile_images/1562880090974916608/eF7veJLJ_normal.jpg",FALSE,FALSE,"design/make garments, copper things & live with 2 black cats- 1 insists on being called mr tibbs. we're curious, not always well behaved, +practice fierce love",NA,0,0,0,0,0,NA,253,414,17149,1,NA,NA
"56","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417885670002069506",2021-07-21 16:34:21,"1417885670002069506","254782044","everyone",NA,NA,"2011-02-20T00:36:34.000Z","Greedalitism365","greedalitism365","https://pbs.twimg.com/profile_images/3088675096/095d40ef42d30f988c612fead9c1c2a7_normal.jpeg",FALSE,FALSE,"Supposed to be Radio News Broadcaster. At the time was not interested. Many friends were very successful..A gifted voice to many.Road not taken.",NA,25,0,0,0,0,NA,3083,4865,327286,244,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"57","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417901570818289668",2021-07-21 17:37:32,"1417901570818289668","32399655","everyone",NA,"Lakeland, FL","2009-04-17T13:17:11.000Z","thewebbix","WᴶEᴼBᴱB ✌🏼","https://pbs.twimg.com/profile_images/2599680382/093D5102-740F-4502-B0C9-2837819E1623_normal",FALSE,FALSE,"Beach/RV life • Hippie • Love People • Love Music • Every day I wake is a good day, no worry if I don’t. • I LIVE BY: It is what it is. • View #NewDayNewChance","786636396811415552",25,0,0,0,0,NA,31911,31688,264279,121,"https://t.co/XiYh9XeOhR","Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"58","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417923578981326848",2021-07-21 19:04:59,"1417923578981326848","973792490","everyone",NA,"Olympia, WA","2012-11-27T12:21:27.000Z","sayre_dorell","Dorell 🌊🌊🇺🇦🌻🐝🌾🌎#DemCast","https://pbs.twimg.com/profile_images/1390001129933529088/XQ26I3bi_normal.jpg",FALSE,FALSE,"#DemocratsDeliver 🐝🌾🌎🇺🇦🌊🌊
#IStandWithUkraine 🇺🇦","1396110687932280836",25,0,0,0,0,NA,1681,3097,90377,3,"https://t.co/kN3bkIRS4S","Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"59","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417930364270546950",2021-07-21 19:31:57,"1417930364270546950","414221776","everyone",NA,"Clearwater Fla Florida NY","2011-11-16T19:51:06.000Z","BudGothmog44","Bud","https://pbs.twimg.com/profile_images/1094697699650224128/41FZWRNc_normal.jpg",FALSE,FALSE,"78 mar LCSW 50 yrs in Recovery USAF Vet Atheist Dem fm NJ Ohio Mass Hawaii NY Fla #Resistance #BlueCrew #VoteBlue #ACLU #SPLC #BLM 🌈#LGBTQ 🌊🌊🌊","1229808332317351936",25,0,0,0,0,NA,78495,78158,560571,51,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"60","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417931362145763330",2021-07-21 19:35:55,"1417931362145763330","835290266814689280","everyone",NA," Des Moines, WA South Seattle","2017-02-25T00:48:13.000Z","KetCorrine","Corrine Anderson-Ket","https://pbs.twimg.com/profile_images/1591121612916797440/NDtRbSww_normal.jpg",FALSE,FALSE,"Political and news junkie, Retired School Social Worker, Proud Mother and Grandmother",NA,25,0,0,0,0,NA,2389,5007,252351,5,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"61","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417946048362913793",2021-07-21 20:34:16,"1417946048362913793","1203485067906932736","everyone",NA,"South Florida, USA *SOFLA","2019-12-08T01:23:12.000Z","oldsargepap","Old Sarge Pap ☮️🕊","https://pbs.twimg.com/profile_images/1607113020639186946/sjIKMRiy_normal.jpg",FALSE,FALSE,"Proud American Democrat & Veteran, thankful for the efforts of many to restore our nation | TruBlue | DemVoice1 | Z24 | DEMCAST| ProudBlue |💥🚫Lists/DMs💥","1581342555878281217",25,0,0,0,0,NA,15230,16752,14492,21,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"62","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417972973558960129",2021-07-21 22:21:16,"1417972973558960129","1256088677375258625","everyone",NA,NA,"2020-05-01T05:11:11.000Z","DavidMK187","Immortal Batman","https://pbs.twimg.com/profile_images/1621522381780193284/VPIeuGKk_normal.jpg",FALSE,FALSE,"“The~””R~”@= Resistance Cabal United. #DemVoice1, #wtpBLUE, Hurricane Batman.","1557769104441819136",25,0,0,0,0,NA,2932,4320,166375,6,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"63","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1417979694167859207",2021-07-21 22:47:58,"1417979694167859207","419238022","everyone",NA,NA,"2011-11-23T03:48:25.000Z","Tildys","Melissa Longanecker 💔","https://pbs.twimg.com/profile_images/1295430075958153219/1ULKH-Td_normal.jpg",FALSE,FALSE,"💙#Resister 🔥#Persister ☮️ #GunReform 🗳#VotingRights 🌎 #ClimateAction 🖤🤎#BLM ♀️#WomensRights 🌈#LGBQT🗳#DemCastFL 🗳 #wtpBLUE 🗳 #DemVoice1🗳 #ONEV1","1403718936265478144",25,0,0,0,0,NA,7968,8226,117793,21,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"64","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1418014656505974785",2021-07-22 01:06:54,"1418014656505974785","2903133183","everyone",NA,NA,"2014-12-03T01:56:32.000Z","TimeIsNow2020","The time is now! Democracy is at stake 💔 🌊","https://pbs.twimg.com/profile_images/544993363951628289/czp9_GEt_normal.jpeg",FALSE,FALSE,"Floridian, USAF Veteran, Son of a WWII POW, Vote Blue in 2022. wtpBLUE  DemCastFL Resist Resistance. Opinions are my own.","1500984721001652224",25,0,0,0,0,NA,11836,12484,97963,21,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"65","@DemsKeys @TimeIsNow2020 #TampaBay #Sarasota &amp; rest of #Florida should rid themselves of @GovRonDeSantis who cares so very little about the people &amp; lives of #Florida residents.

He’s focused on his #Political future, not on #COVID19 or curbing #Corporations from #Pollution.

#Tampa #Bradenton #RedTide","en",FALSE,"1418016769281769473",2021-07-22 01:15:17,"1417866029544390667","1154952166815281157","everyone","1161269334188183553","Pennsylvania, USA","2019-07-27T03:10:29.000Z","Starbright489","Starbright489 #VotingRightsFoundational","https://pbs.twimg.com/profile_images/1254656343107088385/hAULf7RX_normal.jpg",FALSE,FALSE,"#OnePersonOneVote #STOPWhiteTerrorism: PA constituent, BFA painting/educ, illustrator, sailor. *Time for majority rule* #ElectionReform. RT not endorsement","1563680695922434048",2,0,1,0,0,NA,228,3369,41898,1,NA,NA
"66","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1418031626739720193",2021-07-22 02:14:20,"1418031626739720193","25299335","everyone",NA,"Parkland, FL","2009-03-19T14:05:25.000Z","Kiwiheather","Heather ~ Parkland Mom","https://pbs.twimg.com/profile_images/1397548727565434880/rGXtBQ9g_normal.jpg",FALSE,FALSE,"#MSDStrong
#BlackLivesMatter 
❤️🧡💛💚💙💜 
#DemcastFL  
Goals:
#RubioOut
#FlipFloridaBlue
#ElectWomen
#BanAssaultWeapons 🦅💔","964362894606389250",25,0,0,0,0,NA,7935,6378,14821,12,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
"67","RT @DemsKeys: Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis,…","en",FALSE,"1418095118439964679",2021-07-22 06:26:37,"1418095118439964679","3511420753","everyone",NA,"beautiful NorCal","2015-09-10T03:53:39.000Z","pfefer_r","Pinky says vote blue #Resist☮️","https://pbs.twimg.com/profile_images/1272417056214810624/UW2cCoqt_normal.jpg",FALSE,FALSE,"Punk rock lesbo mom. Guitar, songwriter, producer. Lover of US constitution, make a better world. #49ers
Proud to #RESIST since 1980. #VoteBlue 
No DMs  #Z24","1541309157722099712",25,0,0,0,0,NA,7796,8582,92153,6,NA,"Tampa Bay Area spewed 
😣sewage 
😣wastewater
😣“Industrial reuse water”
 
Florida has an infrastructure crisis, #ClimateCrisis, and leadership problem. Welcome back from Texas Ron.

#BuildBackBetterFL 
give the GQP ""deregathons"" a pass.

#DemCastFL #ONEV1
https://t.co/idzykpgUXT https://t.co/7JPJvCkN0y"
