"","text","lang","author_id","possibly_sensitive","id","conversation_id","reply_settings","created_at.x","in_reply_to_user_id","username","created_at.y","protected","description","verified","location","profile_image_url","name","url","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"17","Most of a million-gallon sewage spill in #Bradenton leaked into #Sarasota Bay, state says  #Florida, get it together, so #disgusting  . https   www bradenton com news local article243237076 html","en","62177497",FALSE,"1268686243673620483","1268686243673620483","everyone",2020-06-04 23:29:06,NA,"flwrlvrr_c","2009-08-02T02:38:20.000Z",FALSE,"Flower Obsessed",FALSE,"illinois/usa","https://pbs.twimg.com/profile_images/1248413415376216067/gR_TtVTb_normal.jpg","flwrphile",NA,NA,0,0,0,0,0,94,352,20860,24,NA,"Most of a million-gallon sewage spill in #Bradenton leaked into #Sarasota Bay, state says  #Florida, get it together, so #disgusting  https://t.co/quEgkyO2b0"
"18","Most of a million-gallon sewage spill in Bradenton leaked into Sarasota Bay, state says . https   www bradenton com news local article243237076 html","en","502239069",FALSE,"1269001951326298113","1269001951326298113","everyone",2020-06-05 20:23:36,NA,"ZZZZaa_AH","2012-02-24T23:22:52.000Z",FALSE,"Poet #Bidenwon BlackLivesMatter no lists",FALSE,"I block trolls and ad hominem attacks","https://pbs.twimg.com/profile_images/1496993621135880221/-K69W73w_normal.jpg","Ms_Beaucoup #SaveGentlemanJack #Wear a Mask ☮⚧️🏳️",NA,"1425944394759245825",0,0,0,0,0,693,4962,59117,8,NA,"Most of a million-gallon sewage spill in Bradenton leaked into Sarasota Bay, state says https://t.co/j0htMNUR3f"
"19","More than 1.2 million gallons of #sewage spilled from a Manatee County force mainline and more than 800,000 gallons of it made its way into #Sarasota Bay, according to the Florida Department of Environmental Protection . https   www bradenton com news local article243237076 html storylink cpy","en","1088196428961406976",FALSE,"1269237791910748160","1269237791910748160","everyone",2020-06-06 12:00:45,NA,"awsproject","2019-01-23T22:07:01.000Z",FALSE,"Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters",FALSE,NA,"https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg","American Water Security Project","https://t.co/AR8sz1dyFZ",NA,0,0,2,1,0,92,95,1368,1,NA,"More than 1.2 million gallons of #sewage spilled from a Manatee County force mainline and more than 800,000 gallons of it made its way into #Sarasota Bay, according to the Florida Department of Environmental Protection https://t.co/AjmLM5MPMu"
"20","Massive sewage spill in Bradenton leaks into Sarasota Bay, state officials say
@calusawater⁩  . https   www bradenton com news local article243237076 html","en","1260330002",FALSE,"1269256862974840832","1269256862974840832","everyone",2020-06-06 13:16:32,NA,"SarasotaMermaid","2013-03-11T20:18:02.000Z",FALSE,"🌏 things can change",FALSE,"Gulf Coast","https://pbs.twimg.com/profile_images/1497944489935220741/ievhWI0W_normal.jpg","SarasotaMermaid",NA,"1366363818985730057",0,0,0,0,0,2289,4482,122583,57,NA,"Massive sewage spill in Bradenton leaks into Sarasota Bay, state officials say
@calusawater⁩  https://t.co/pVQyClnUqv"
"21","More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
. https   wusfnews wusf usf edu post 800k gallons sewage spills sarasota bay","en","17544442",FALSE,"1270443308267925505","1270443308267925505","everyone",2020-06-09 19:51:03,NA,"wusf","2008-11-21T20:07:08.000Z",FALSE,"WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.",TRUE,"Tampa, FL","https://pbs.twimg.com/profile_images/882569215559028736/RMkZ8wkh_normal.jpg","WUSF","https://t.co/KBo4cZ3VYG",NA,3,0,1,0,0,14648,2305,37921,483,NA,"More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
https://t.co/fZahlYuoKR"
"22","RT @wusf: More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.…","en","730963068",FALSE,"1270444127105187840","1270444127105187840","everyone",2020-06-09 19:54:18,NA,"wusfschreiner","2012-08-01T16:09:25.000Z",FALSE,"Asst. News Director / Intern Coordinator, WUSF 89.7 FM.
Enjoys wine & a good IPA, good friends and great writing.",TRUE,"Palm Harbor, FL","https://pbs.twimg.com/profile_images/1101507802181365765/dw5MfqNI_normal.jpg","Mark Schreiner",NA,NA,3,0,0,0,0,1586,2869,20505,57,NA,"More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
https://t.co/fZahlYuoKR"
"23","RT @wusf: More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.…","en","981045752",FALSE,"1270475443649556480","1270475443649556480","everyone",2020-06-09 21:58:44,NA,"Steph_Colombini","2012-11-30T19:09:50.000Z",FALSE,"Health reporter for WUSF Public Media, Tampa Bay’s NPR station. Still a New Yorker. Live for live music! She/her",FALSE,"New York, USA","https://pbs.twimg.com/profile_images/808689431448350721/T9t_vHr__normal.jpg","Stephanie Colombini",NA,NA,3,0,0,0,0,671,809,4218,19,NA,"More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
https://t.co/fZahlYuoKR"
"24","RT @wusf: More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.…","en","853887504",FALSE,"1270490063923818502","1270490063923818502","everyone",2020-06-09 22:56:50,NA,"JMMeszaros","2012-09-30T01:22:48.000Z",FALSE,"All Things Considered host and sustainability reporter for @WUSF, @NPR for the Tampa Bay area. (she/her) Retweets are not endorsements.",TRUE,"Tampa, FL","https://pbs.twimg.com/profile_images/1346968771748114434/SuJXG2gN_normal.jpg","Jessica Meszaros","https://t.co/8jklgDElo5","1523438730370973697",3,0,0,0,0,1004,1412,2810,54,NA,"More than 800,000 gallons of raw sewage spilled into Sarasota Bay after a wastewater pipe broke in Bradenton earlier this month.
https://t.co/fZahlYuoKR"
"25","Massive sewage spill in Bradenton leaks into Sarasota Bay, state officials say | The final volume of sewer water that spilled was 1.2 million gallons, with a total of 810,000 gallons flowing into the retention pond, and ultimately to Sarasota Bay....

. https   www bradenton com news local article243237076 html","en","1046953802245578753",FALSE,"1270510742182211587","1270510742182211587","everyone",2020-06-10 00:19:00,NA,"HelpFloridaHeal","2018-10-02T02:43:32.000Z",FALSE,"We are a nonpartisan group of FL citizens demanding that our politicians take action to help Florida heal from the red tide and green algae poisoning our state.",FALSE,"Boca Grande, FL","https://pbs.twimg.com/profile_images/1046954462252650496/fAI8sUWg_normal.jpg","Help Florida Heal","https://t.co/nrcNO8vykn","1304150592277929984",0,0,2,1,0,147,347,1461,2,NA,"Massive sewage spill in Bradenton leaks into Sarasota Bay, state officials say | The final volume of sewer water that spilled was 1.2 million gallons, with a total of 810,000 gallons flowing into the retention pond, and ultimately to Sarasota Bay....

https://t.co/vUcewGeR7h"
"26","Fixing Longboat Key sewer leak may take ‘several days’ as sewage spills into Sarasota Bay . https   www bradenton com news local article243898917 html","en","19344401",FALSE,"1278023137825783808","1278023137825783808","everyone",2020-06-30 17:50:35,NA,"bradentonherald","2009-01-22T16:00:14.000Z",FALSE,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",TRUE,"Bradenton, Florida","https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg","Bradenton Herald","https://t.co/KwY6u39gya",NA,0,0,2,0,0,44588,1505,140219,544,NA,"Fixing Longboat Key sewer leak may take ‘several days’ as sewage spills into Sarasota Bay https://t.co/ribDWysTSf"
"27","@FLPhoenixNews Daily somewhere in Florida- . https   www mysuncoast com 2020 06 30 major sewer line break spills millions gallons near sarasota bay manatee county","en","1229741556715921408",FALSE,"1278165866744594432","1278071916289548290","everyone",2020-07-01 03:17:44,"1009892540114403328","LEERON2019","2020-02-18T12:17:23.000Z",FALSE,"",FALSE,NA,"https://pbs.twimg.com/profile_images/1229742589328445441/iRskwFmC_normal.jpg","Lee County Rights of Nature",NA,NA,0,0,0,0,0,104,249,990,6,NA,"@FLPhoenixNews Daily somewhere in Florida- https://t.co/AgTPVDYRtS"
"28","@FLGOPMajority @debbie_mayfield @bobbypaynefl @GovRonDeSantis Not so much- . https   www mysuncoast com 2020 06 30 major sewer line break spills millions gallons near sarasota bay manatee county","en","1229741556715921408",FALSE,"1278166140552974341","1278065253159514113","everyone",2020-07-01 03:18:49,"56764250","LEERON2019","2020-02-18T12:17:23.000Z",FALSE,"",FALSE,NA,"https://pbs.twimg.com/profile_images/1229742589328445441/iRskwFmC_normal.jpg","Lee County Rights of Nature",NA,NA,0,0,0,0,0,104,249,990,6,NA,"@FLGOPMajority @debbie_mayfield @bobbypaynefl @GovRonDeSantis Not so much- https://t.co/AgTPVDYRtS"
"29",". http   a msn com 04 en us BB16biV5","zxx","42043526",FALSE,"1278251033882497027","1278251033882497027","everyone",2020-07-01 08:56:09,NA,"dctblackwell","2009-05-23T15:27:27.000Z",FALSE,"Nonprofit fundraiser, college instructor, arts, marketing, communications. Lifelong Democrat. Astounded by man's inhumanity to man.",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1547052912240742401/53UMdoAR_normal.jpg","DCTBlackwell",NA,NA,0,1,0,0,0,900,1108,25420,4,NA,"https://t.co/EU4X8f4xsa"
"30","@dctblackwell Nutrients for red tide","da","1072638936672014341",FALSE,"1278307855662231552","1278251033882497027","everyone",2020-07-01 12:41:57,"42043526","CathyNotToday","2018-12-11T23:47:05.000Z",FALSE,"ohh Boston you’re my home,blue dot Fl:keep ur rosaries off my ovaries:F/B @annaforFlorida,@glennkirschner2, @irwinredlenerMD @jennycohn1, @RepRiggleman, 🚫lists",FALSE,"Ass in SRQ Florida;Heart in MA","https://pbs.twimg.com/profile_images/1080162644429078528/Vz7J_JSy_normal.jpg","Cathy",NA,"1314645214406074368",0,1,1,0,0,7411,3834,91448,26,NA,NA
"31","Major sewer line break spills millions of gallons near Sarasota Bay in Manatee County . https   www newsbreakapp com n 0PU68JPx","en","172141399",FALSE,"1278316818071990273","1278316818071990273","everyone",2020-07-01 13:17:34,NA,"jackthecat11","2010-07-29T00:39:04.000Z",FALSE,"Ex-hippie, baby-boomer concerned abt relitigating our social progress in 21st Century",FALSE,"Washington, DC","https://pbs.twimg.com/profile_images/1738316222/daddy0022_normal.jpg","JackMack",NA,NA,0,0,0,0,0,1675,2532,301201,102,NA,"Major sewer line break spills millions of gallons near Sarasota Bay in Manatee County https://t.co/IbDaMwK1ZH"
"32",". https   www mysuncoast com cdn ampproject org v s www mysuncoast com 2020 06 30 major sewer line break spills millions gallons near sarasota bay manatee county","zxx","3998136862",FALSE,"1278317654642774017","1278317187510517760","everyone",2020-07-01 13:20:53,"3998136862","DickensCLD","2015-10-20T00:01:16.000Z",FALSE,"Job creator,  global traveler, motorcycle touring enthusiast, lover of great food, old world wines, politics.",FALSE,"United States","https://pbs.twimg.com/profile_images/656424420773396480/4srJiuk5_normal.jpg","Chuck Dickens",NA,NA,0,0,0,0,0,25,221,2030,2,NA,"https://t.co/fMV99QtcSS"
"33","Longboat Key's main sewer pipe breaks, spilling sewage 
Sewage Cleanup and Removal Chicago, Wilmette, Lake Forest, Highland Park, Northbrook

#sewagecleanupandremoval #Chicago #Wilmette #LakeForest #HighlandPark #Northbrook #Skokie . https   cm heraldtribune com offers reg. https   www thecleanupguys com sewage clean up. https   twitter com TheCleanUpGuys status 1278323533584744450 photo 1","en","264221980",FALSE,"1278323533584744450","1278323533584744450","everyone",2020-07-01 13:44:15,NA,"TheCleanUpGuys","2011-03-11T15:04:06.000Z",FALSE,"The CleanUP Guys offer professional cleaning & restoration services #waterdamage #fireandsmoke #moldremediation #floodcleanup #sewagecleanup #basementcleaning",FALSE,"Chicago, IL","https://pbs.twimg.com/profile_images/930190014016835584/2ggGIT-M_normal.jpg","The CleanUP Guys","https://t.co/IVuYdDitX8",NA,0,0,1,0,0,1601,2566,8805,13,NA,"Longboat Key's main sewer pipe breaks, spilling sewage https://t.co/LBt1iWatK5
Sewage Cleanup and Removal Chicago, Wilmette, Lake Forest, Highland Park, Northbrook
https://t.co/dVrF4O2sXF
#sewagecleanupandremoval #Chicago #Wilmette #LakeForest #HighlandPark #Northbrook #Skokie https://t.co/LmjEV2oaIv"
"34","The main sewer pipe on Longboat Key ruptures, possibly spilling millions of gallons of sewage into Sarasota Bay
MORE: . https   www snntv com story 42314761 longboat key sewage pipe has been spewing into the bay","en","324496098",FALSE,"1278327499013775360","1278327499013775360","everyone",2020-07-01 14:00:00,NA,"SNNTV","2011-06-26T18:35:28.000Z",FALSE,"Your local news leader
News, Weather, & Sports in Sarasota, Manatee, Charlotte and DeSoto counties
Have a news tip? Call (941)361-4600 or email news@snntv.com",TRUE,"Sarasota, FL","https://pbs.twimg.com/profile_images/1438922910891057153/5ja7SLWj_normal.jpg","SNN","https://t.co/4u07GjR48n",NA,0,0,1,0,0,13805,897,54143,208,NA,"The main sewer pipe on Longboat Key ruptures, possibly spilling millions of gallons of sewage into Sarasota Bay
MORE: https://t.co/VkWtgNcac7"
"35","@CathyNotToday And my understanding is that your favorite governor just vetoed a major environmental bill that would have helped protect the coasts from retired and green algae.","en","42043526",FALSE,"1278340967188201472","1278251033882497027","everyone",2020-07-01 14:53:31,"1072638936672014341","dctblackwell","2009-05-23T15:27:27.000Z",FALSE,"Nonprofit fundraiser, college instructor, arts, marketing, communications. Lifelong Democrat. Astounded by man's inhumanity to man.",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1547052912240742401/53UMdoAR_normal.jpg","DCTBlackwell",NA,NA,0,1,1,0,0,899,1108,25423,4,NA,NA
