"","text","id","in_reply_to_user_id","possibly_sensitive","created_at.x","conversation_id","reply_settings","author_id","lang","verified","created_at.y","name","username","profile_image_url","protected","description","location","pinned_tweet_id","url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"1","@msnbc Get Hugh Hewitt off the channel Trump could take a shit on the pope and Hugh would spin it in trumps favor Hugh thinks Oil spills on the Jersey Shore Cape Cod Myrtle Beach Miami Tampa etc.. is a great thing since we should be going after more fossil fuels #FuckingBackwards. ","949352356436725760","2836421",FALSE,2018-01-05 18:50:14,"949352356436725760","everyone","30362684","en",FALSE,"2009-04-11T01:21:18.000Z","John Barber","jonrob718","https://pbs.twimg.com/profile_images/967680467116920832/O0fb_0rK_normal.jpg",FALSE,"Survived 12 years of catholic hell Atheist -Healthcare is a Right - RESIST #theresistance Vaccinated 3xBoosted 
Putin is a War Criminal / The GOP are Hypocrites","#fromtheBoro #Freehold #SoulSurfer #Springsteen #NYJets #NYMets",NA,NA,NA,0,0,0,0,0,2574,4834,61322,15,"@msnbc Get Hugh Hewitt off the channel Trump could take a shit on the pope and Hugh would spin it in trumps favor Hugh thinks Oil spills on the Jersey Shore Cape Cod Myrtle Beach Miami Tampa etc.. is a great thing since we should be going after more fossil fuels #FuckingBackwards"
"2","buyers or sellers: tampa bay lightning

my verdict: buyers

yzerman could be active to acquire a dman before the trade deadline as they look to go all in this year. the lightning have been leaking oil as of late and an acquisition could be a shot in the arm.. ","966131116523511808",NA,FALSE,2018-02-21 02:03:02,"966131116523511808","everyone","833574154070695936","en",FALSE,"2017-02-20T07:09:00.000Z","Rob Eymann","robeymann","https://pbs.twimg.com/profile_images/1345938896941551616/DRHh7PZs_normal.png",FALSE,"follower of sharks and giants and game show geek!!","Fresno, CA","885379948571107328","https://t.co/PXfAU215lf",NA,0,0,0,0,0,149,298,7920,1,"buyers or sellers: tampa bay lightning

my verdict: buyers

yzerman could be active to acquire a dman before the trade deadline as they look to go all in this year. the lightning have been leaking oil as of late and an acquisition could be a shot in the arm."
"3","Tampa Bay ran their goalie into the ground and leaking oil to the finish. . https   twitter com frank_seravalli status 979536561472786432","979537642088992768",NA,FALSE,2018-03-30 01:55:47,"979537642088992768","everyone","2814208911","en",FALSE,"2014-10-07T14:38:28.000Z","Nash™️","nashvegas__","https://pbs.twimg.com/profile_images/1096132566384549888/egT_IpLB_normal.jpg",FALSE,"“The Most Interesting Fan in the World”©️ Live tweeting sports & politics.","The South","1595531435791769624",NA,NA,1,0,1,0,0,2270,1691,56898,29,"Tampa Bay ran their goalie into the ground and leaking oil to the finish. https://t.co/ub1mdv0Gow"
"4","@BlairKing_ca @GasBuddyDan I travelled the coast all the way from huston to tampa bay and there was no sign of any oil  from the BP spill so i think this is being blown out of proportion. By paid activests by US interests.. ","987224213508390913","451083151",FALSE,2018-04-20 06:59:28,"987062448183173120","everyone","939352243051958273","en",FALSE,"2017-12-09T04:33:21.000Z","Bernard Parsons","BPR1954","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"",NA,NA,NA,NA,0,0,2,0,0,51,253,7834,2,"@BlairKing_ca @GasBuddyDan I travelled the coast all the way from huston to tampa bay and there was no sign of any oil  from the BP spill so i think this is being blown out of proportion. By paid activests by US interests."
"5","@qahootz I was raised in oil spill haz mat cleanup you can watch me on tampa bay past spills growing up cleaning oils off beaches I did all the major ones I specialize in high pressure water blasting vac trucks facility maintenance  matt bell I worked with bp deep horizons topman. ","1002396692250091521","923051605",FALSE,2018-06-01 03:49:29,"1002396692250091521","everyone","998205806561636352","en",FALSE,"2018-05-20T14:16:24.000Z","Brian TRennert","BTrennert","https://pbs.twimg.com/profile_images/1001988041018368000/U5aR_12O_normal.jpg",FALSE,"Environmental industrial engineering banks fail people fail when banks fail twice people die","Lost in my mind social experiment Trump",NA,NA,NA,0,0,0,0,0,12,63,423,0,"@qahootz I was raised in oil spill haz mat cleanup you can watch me on tampa bay past spills growing up cleaning oils off beaches I did all the major ones I specialize in high pressure water blasting vac trucks facility maintenance  matt bell I worked with bp deep horizons topman"
"6","TAMPA — After the 2010 Deepwater Horizon disaster spilled millions of gallons of oil into the Gulf of Mexico, a pair of federal wildlife agencies agreed to re-assess the environmental impact of offshore energy production in…  via  . http   ww38 fxmb info QY5hQV. http   earthcentral org. https   twitter com EarthDefendah status 1009927723660144641 photo 1","1009927723660144641",NA,FALSE,2018-06-21 22:35:07,"1009927723660144641","everyone","267639713","en",FALSE,"2011-03-17T08:37:49.000Z","EarthMatter","EarthDefendah","https://pbs.twimg.com/profile_images/1373234477/EndPig_normal.JPG",FALSE,"Earth Warrior #GREEN #EARTH! NEWS Vigil! http://t.co/Ov5vuAJldh","Islington Angel ","891934199644651520","https://t.co/PtnB3FP5fZ",NA,0,0,0,1,0,11618,6067,335810,1052,"TAMPA — After the 2010 Deepwater Horizon disaster spilled millions of gallons of oil into the Gulf of Mexico, a pair of federal wildlife agencies agreed to re-assess the environmental impact of offshore energy production in… https://t.co/BA4qADLWFh via https://t.co/V94GbS7WBr https://t.co/mXU74PidF2"
"7","Tampa News Florida Awards Grants From Gulf Oil Spill Settlement - U.S. News &amp; World Report . https   news google com home","1021330036169662464",NA,FALSE,2018-07-23 09:43:50,"1021330036169662464","everyone","213895894","en",FALSE,"2010-11-10T01:45:00.000Z","Tampa NewsChannel","Tampa_NC","https://pbs.twimg.com/profile_images/664565240718225408/R8vvlI4y_normal.jpg",FALSE,"Updated Tampa news,sports,
weather,entertainment,politics
and business information.","Tampa, FL",NA,"http://t.co/D4cEUWUxVe",NA,0,0,0,0,0,382,42,47588,17,"Tampa News Florida Awards Grants From Gulf Oil Spill Settlement - U.S. News &amp; World Report https://t.co/qtcACgfkwA"
"8","August 10 - 1993: U.S. - two fuel barges and a phosphate freighter collided in Tampa Bay, Florida, causing a fire and spilling 336,000 gallons of fuel oil. #history. ","1028117085669482496",NA,FALSE,2018-08-11 03:13:09,"1028117085669482496","everyone","91426983","en",FALSE,"2009-11-20T21:14:41.000Z","Today In History","Yesterday_Today","https://pbs.twimg.com/profile_images/536088883/titanic_normal.jpg",FALSE,"So, what happened on this day in the past?","World Wide",NA,NA,NA,1,0,3,0,0,42426,684,83667,709,"August 10 - 1993: U.S. - two fuel barges and a phosphate freighter collided in Tampa Bay, Florida, causing a fire and spilling 336,000 gallons of fuel oil. #history"
"9","RT @Yesterday_Today: August 10 - 1993: U.S. - two fuel barges and a phosphate freighter collided in Tampa Bay, Florida, causing a fire and…","1028122811716575237",NA,FALSE,2018-08-11 03:35:54,"1028122811716575237","everyone","1065487627","en",FALSE,"2013-01-06T11:39:48.000Z","Peter Tolladay","PeterTolladay","https://pbs.twimg.com/profile_images/3072875574/356eea3f97c52bd56e86e628cfc75ec0_normal.jpeg",FALSE,"Author with a passion for writing historical fiction and thrillers. Love mountains and sailing but age gets to us all. peter.admin@gegdi.com DM's not a problem",NA,"1611442854139727898",NA,NA,1,0,0,0,0,8684,8534,97565,576,"August 10 - 1993: U.S. - two fuel barges and a phosphate freighter collided in Tampa Bay, Florida, causing a fire and spilling 336,000 gallons of fuel oil. #history"
"10","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1032641430806769669",NA,FALSE,2018-08-23 14:51:17,"1032641430806769669","everyone","38161540","en",FALSE,"2009-05-06T11:49:53.000Z","Sandra Bundy","SandraBundy","https://pbs.twimg.com/profile_images/1468776486232600580/xuTj84eQ_normal.jpg",FALSE,"Creekgirl in South  Carolina. #ProtectOurCoast #ClimateEmergency #UniteBehindTheScience","MISC","1491502456479625218",NA,NA,0,0,1,0,0,7103,7799,39538,30,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/tiau3bILLi"
"11","From 2013 when it was discovered that #BP's #oil, which they said never hit #Florida, showed up on the shelf off #Tampa Bay... and lots of it.  Coincidence the environment in that entire area has now tanked? . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1032827362113728514",NA,FALSE,2018-08-24 03:10:06,"1032827362113728514","everyone","30710984","en",FALSE,"2009-04-12T20:05:42.000Z","Queeg Rides Again","QueegRides","https://pbs.twimg.com/profile_images/1575703602030575624/8JJOGC7W_normal.jpg",FALSE,"The Mighty Queeg has polished his balls and is ready for battle.","Mississippi River, LA",NA,NA,NA,1,0,0,0,0,1972,3165,58436,211,"From 2013 when it was discovered that #BP's #oil, which they said never hit #Florida, showed up on the shelf off #Tampa Bay... and lots of it.  Coincidence the environment in that entire area has now tanked? https://t.co/pwgwMeMfkb"
"12","RT @RealCoastal: From 2013 when it was discovered that #BP's #oil, which they said never hit #Florida, showed up on the shelf off #Tampa Ba…","1032865709989097473",NA,FALSE,2018-08-24 05:42:29,"1032865709989097473","everyone","273683993","en",FALSE,"2011-03-28T23:50:03.000Z","Blue Buddha ブルー仏レディー","Blubdha","https://pbs.twimg.com/profile_images/434577773063987200/knpB0nfu_normal.jpeg",FALSE,"Art/conservation, traditional/digital animation; interested in art & science conjunction.","unceded territory Coast Salish xʷməθk'̓wəym (Musqueam) Skwxwu'́7mesh (Squamish) Stó:lō &   Sə'li'lwətaʔ/Səlilwittulh̓ (Tsleil- Waututh)",NA,NA,NA,1,0,0,0,0,3618,4982,621108,522,"From 2013 when it was discovered that #BP's #oil, which they said never hit #Florida, showed up on the shelf off #Tampa Bay... and lots of it.  Coincidence the environment in that entire area has now tanked? https://t.co/pwgwMeMfkb"
"13","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1032961072679059457",NA,FALSE,2018-08-24 12:01:25,"1032961072679059457","everyone","1390353643","en",FALSE,"2013-04-29T19:57:46.000Z","Maureen O'Brien","boru2308","https://pbs.twimg.com/profile_images/833047773931065345/EZP7haD9_normal.jpg",FALSE,"🇮🇪 🇺🇸","County Cork",NA,NA,NA,0,0,1,0,0,2629,4652,37903,2,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/Y4ArZZPRbb"
"14","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1033053087282458624",NA,FALSE,2018-08-24 18:07:03,"1033053087282458624","everyone","36078030","en",FALSE,"2009-04-28T14:28:20.000Z","Sandi Lee","mippy56","https://pbs.twimg.com/profile_images/848891907136786432/7_4qnBcD_normal.jpg",FALSE,"Blocked by @RepLeeZeldin @LeeZeldin #FBR 
 #BLM #TW   #TrumpTraitor #Resist #MeToo #EnoughIsEnough #NY1 #FlipNY1  #BidenHarris #InsurrectionHasConsequences",NA,"1526698648167403521",NA,NA,0,0,0,0,0,3848,4699,65630,1,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/QyCxWGHWUB"
"15","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1033078666224386048",NA,FALSE,2018-08-24 19:48:42,"1033078666224386048","everyone","115888296","en",FALSE,"2010-02-20T09:31:31.000Z","ZoilaTheImperfect","ZtheImperfect","https://pbs.twimg.com/profile_images/936090482001707008/Eg_Fzx9L_normal.jpg",FALSE,"foul-mouthed,  homeschooling, aspie x4,  artist, coffee chugging, tequila drinking kinda woman. Fallow me & I will fallow back","Hampton, VA",NA,NA,NA,0,0,0,0,0,599,1194,39038,24,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/04K48dbhsl"
"16","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1033102373034455040",NA,FALSE,2018-08-24 21:22:54,"1033102373034455040","everyone","2707483466","en",FALSE,"2014-08-04T21:21:42.000Z","Ray🥨","muchoray","https://pbs.twimg.com/profile_images/697715624928083969/9FQSUOOo_normal.jpg",FALSE,"RUN LOLITA (Tokitae) song of captive orca in Miami Sea Aquarium https://t.co/OvILpfdy1s","Murrieta, CA","1499671546457038852","https://t.co/OvILpfdy1s",NA,0,0,0,0,0,5582,6136,190013,179,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/HkTVlRW08C"
"17","#Oil from #BP spill pushed onto shelf off #TampaBay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1033131894207074305",NA,FALSE,2018-08-24 23:20:12,"1033131894207074305","everyone","439520177","en",FALSE,"2011-12-17T21:58:26.000Z","draakje","1draakje","https://pbs.twimg.com/profile_images/1698997960/pwflanai5_1__normal.jpg",FALSE,"Truth - Information&Education - Sea Shepherd - Defending Ocean - Earth - Animals/Marine Mammals - Vegan",NA,NA,NA,NA,0,0,0,0,0,2262,2176,74723,161,"#Oil from #BP spill pushed onto shelf off #TampaBay by underwater currents, study finds https://t.co/0qwQ88t8bx"
"18","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1033137219886899200",NA,FALSE,2018-08-24 23:41:22,"1033137219886899200","everyone","403972679","en",FALSE,"2011-11-03T08:05:07.000Z","One World","OWCofficial","https://pbs.twimg.com/profile_images/716482920278405120/7V69lTQs_normal.jpg",FALSE,"An organization focused on the conservation efforts of exotic and endangered species, both in captivity and the wild. Retweets & follows are not endorsments.","San Antonio, TX",NA,"http://t.co/OC6WT7Bw64",NA,0,0,1,0,0,1450,927,6537,26,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/6jjA38ytev"
"19","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1033803056293470209",NA,FALSE,2018-08-26 19:47:10,"1033803056293470209","everyone","379065429","en",FALSE,"2011-09-24T09:19:55.000Z","OccupyYoungstown","OccupyYtown","https://pbs.twimg.com/profile_images/1579166392/shorty_normal.jpg",FALSE,"OY in solidarity #OWS addresses injustice, govt transparency, inequality & economic crisis https://t.co/2ChLISSfyb…","Youngstown, Ohio","1175063242349129728","https://t.co/Y6nPMS72q0",NA,0,0,0,0,0,6706,984,71724,237,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/wY3Y5Mq2WP"
"20","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1033803101013139456",NA,FALSE,2018-08-26 19:47:21,"1033803101013139456","everyone","1148305603","en",FALSE,"2013-02-04T15:27:22.000Z","Patti Gorcheff","GorcheffP","https://pbs.twimg.com/profile_images/3207316498/e2d7d91c904b0378ff71443eec29e82f_normal.jpeg",FALSE,"Activist and member of http://t.co/v0J6V42b based in Youngstown Ohio.Fighting to protect our children  from the devastation fracking is causing  this planet.",NA,NA,NA,NA,0,0,0,0,0,150,136,26337,9,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/9zloJQownj"
"21","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1033808822069022720",NA,FALSE,2018-08-26 20:10:05,"1033808822069022720","everyone","2825665092","en",FALSE,"2014-09-22T05:52:33.000Z","People For Oceans","People4Oceans","https://pbs.twimg.com/profile_images/555548999751462912/PfjkFbOf_normal.jpeg",FALSE,"Getting a community of people together to bring awareness, and help to stop the slaughter and captivity of marine animals.","Planet Earth",NA,"https://t.co/sbtbE1Rt09",NA,1,0,0,0,0,4566,3795,6941,38,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/FNErzRwAPu"
"22","RT @People4Oceans: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/FNErzRwAPu","1033810433986232327",NA,FALSE,2018-08-26 20:16:29,"1033810433986232327","everyone","1578481189","en",FALSE,"2013-07-08T19:38:12.000Z","Joanna Lynn","FlyGirl172s","https://pbs.twimg.com/profile_images/618164357638127617/0aBBuq2h_normal.jpg",FALSE,"LOUD voice for the VOICELESS!  Against animal cruelty/killing/& neglect. Vegetarian. Writer. Pet owner. IQ 132  https://t.co/AayrUlsFFE.…","Florida, USA","1212870600416477184","https://t.co/hSyFcrYMXs",NA,1,0,0,0,0,1383,1761,23730,29,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/FNErzRwAPu"
"23","As a scientist..we're so frustrated. Politics and funding prevents the truth from finding its way out to the public. Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1033830354157821952",NA,FALSE,2018-08-26 21:35:38,"1033830354157821952","everyone","743758458","en",FALSE,"2012-08-07T21:16:55.000Z","Morgan Knowles","mo_seas_","https://pbs.twimg.com/profile_images/822182360959434753/gT2gG1lF_normal.jpg",FALSE,"M.S. Marine Biologist. Educator Mermaid. Surfer. Diver. Dog lover. Musician. Twin. Creative Being","Atlantic Ocean",NA,"https://t.co/ZJXtJgzFzH",NA,0,0,0,0,0,139,454,1572,10,"As a scientist..we're so frustrated. Politics and funding prevents the truth from finding its way out to the public. Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/8CpsAaBhM5"
"24","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1034394691750506497",NA,FALSE,2018-08-28 10:58:07,"1034394691750506497","everyone","34308223","en",FALSE,"2009-04-22T15:52:13.000Z","Carl Howard","litlgrey","https://pbs.twimg.com/profile_images/890954039755714560/T0NGbKaV_normal.jpg",FALSE,"Pertain to your Babyin' Realmnh!","Employment Statistic",NA,"https://t.co/UHhIkuTOyp",NA,0,0,0,0,0,399,1852,505782,9,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/NzA2KRXw66"
"25","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1034614396969000960",NA,FALSE,2018-08-29 01:31:09,"1034614396969000960","everyone","3331803213","en",FALSE,"2015-06-17T22:18:38.000Z","Aldona","ambercat7","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"",NA,NA,NA,NA,0,0,0,0,0,415,2752,56417,109,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/bKeDVdqgvN"
"26","#BPSpill is still wrecking #TheGulfOfMexico, #Louisiana Coast #Florida and the #FloribamaShore #WednesdayWisdom #SaveOurSeas #Ecosystems #Pollution 

. https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1034797845373759488",NA,FALSE,2018-08-29 13:40:06,"1034797845373759488","everyone","986938220742152193","en",FALSE,"2018-04-19T12:03:03.000Z","Tamlyn of GAEA","GAEA_Corp","https://pbs.twimg.com/profile_images/1036560598488702976/oFzIg3jW_normal.jpg",FALSE,"#NGO #Nonprofit #Allies

#EnvironmentalJustice cannot be separated from #HumanRights

501(c)3 82-4603936

Whitepaper is a plan for a #UBI & #Reparations","United States",NA,"https://t.co/9BEZzC3pXg",NA,1,0,2,0,0,839,2854,2388,5,"#BPSpill is still wrecking #TheGulfOfMexico, #Louisiana Coast #Florida and the #FloribamaShore #WednesdayWisdom #SaveOurSeas #Ecosystems #Pollution 

https://t.co/X9V3MeAHe6"
"27","RT @GAEA_Corp: #BPSpill is still wrecking #TheGulfOfMexico, #Louisiana Coast #Florida and the #FloribamaShore #WednesdayWisdom #SaveOurSeas…","1034805166216605697",NA,FALSE,2018-08-29 14:09:12,"1034805166216605697","everyone","1619766769","en",FALSE,"2013-07-25T07:43:06.000Z","richard bell and nikki","richardbell235","https://pbs.twimg.com/profile_images/1244268096522575873/Ctx0x2Rv_normal.jpg",FALSE,"retired old fisherman","Calgary Alberta",NA,NA,NA,1,0,0,0,0,456,1081,18981,31,"#BPSpill is still wrecking #TheGulfOfMexico, #Louisiana Coast #Florida and the #FloribamaShore #WednesdayWisdom #SaveOurSeas #Ecosystems #Pollution 

https://t.co/X9V3MeAHe6"
"28","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","1034820068511764483",NA,FALSE,2018-08-29 15:08:25,"1034820068511764483","everyone","135060958","en",TRUE,"2010-04-20T06:42:23.000Z","Josh Fox 🐀✡️","joshfoxfilm","https://pbs.twimg.com/profile_images/1304087637037404161/hPxGmGlY_normal.jpg",FALSE,"Oscar-nominee. Emmy winner. director of GASLAND, THE TRUTH HAS CHANGED, HOW TO LET GO OF THE WORLD,AWAKE. also @joshfoxfilm on Instagram . #banfracking!","Brooklyn, NY & New Orleans, LA","1501847212724260864","https://t.co/xxk63MPf09",NA,11,0,6,0,0,59216,3861,69943,1432,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
"29","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D","1034820138321825793",NA,FALSE,2018-08-29 15:08:41,"1034820138321825793","everyone","734430509288263680","en",FALSE,"2016-05-22T17:07:33.000Z","After Oil Series","afteroilseries","https://pbs.twimg.com/profile_images/1007450326385844224/ATZLQc3t_normal.jpg",FALSE,"In a world five years AFTER OIL, can Briar and her girlfriend Sarah save their town? #LGBTQrep 🏳️‍🌈 Dir by @ShaiCotten and @JessicaNaftaly","New York, USA","1025180924407939072","https://t.co/HSr64TVSbl",NA,11,0,0,0,0,125,0,796,3,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
"30","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D","1034820147457019905",NA,FALSE,2018-08-29 15:08:43,"1034820147457019905","everyone","916015667425550338","en",FALSE,"2017-10-05T19:02:08.000Z","A Lawyer","mtlawmiami","https://pbs.twimg.com/profile_images/1092947739384651777/BBWnwUqp_normal.jpg",FALSE,"Surviving the Storm is Enough. You Shouldn't Have to Fight Your Insurance Company Too. My personal opinions - not the firm. She/her but answer to “Sir.”","Miami, FL","916076567650095104","https://t.co/ashiG7JIme",NA,11,0,0,0,0,3109,5006,252279,27,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
"31","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D","1034820182550736896",NA,FALSE,2018-08-29 15:08:52,"1034820182550736896","everyone","70351584","en",FALSE,"2009-08-31T09:11:11.000Z","Gerard Dupin","GerardDupin","https://pbs.twimg.com/profile_images/643559694519263232/4pIP7kMG_normal.png",FALSE,"Consultant Telecom & Environment","Paris","1576557246397308928","https://t.co/IlPkbdgfpN",NA,11,0,0,0,0,3156,4999,113772,360,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
"32","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D","1034820190972899330",NA,FALSE,2018-08-29 15:08:54,"1034820190972899330","everyone","1661531","en",FALSE,"2007-03-20T19:17:00.000Z","archaebadger","orbis_quintus","https://pbs.twimg.com/profile_images/1560964318656663554/jCVjSrZw_normal.jpg",FALSE,"books, music, comics, birds, plants","South Louisiana","1596920757476798465",NA,NA,11,0,0,0,0,974,2652,55232,11,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
"33","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D","1034820320568532997",NA,FALSE,2018-08-29 15:09:25,"1034820320568532997","everyone","19249206","en",FALSE,"2009-01-20T18:31:10.000Z","Dawn❤SeekUp41","D_awnSeekUp41","https://pbs.twimg.com/profile_images/1523826175038078980/INxiNaqN_normal.jpg",FALSE,"💖🦋#DMB | #dMbFamily | VIRTUE. ETHICS. COMPASSION. LOVE. Its all u need, but u need it ALL. #DefendDemocracyEverywhere #VoteBlue E PLURIBUS UNIM✌️🇺🇸🌊🌎🗳🗽","NJ","1604494079697780738",NA,NA,11,0,0,0,0,1415,4970,74493,39,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
"34","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D","1034820497383481345",NA,FALSE,2018-08-29 15:10:07,"1034820497383481345","everyone","825741676555612160","en",FALSE,"2017-01-29T16:25:32.000Z","Porky Grout","America_Because","https://pbs.twimg.com/profile_images/1270101849186525184/J6M5D3ht_normal.jpg",FALSE,"",NA,NA,NA,NA,11,0,0,0,0,7,171,1527,0,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
"35","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D","1034820822219857921",NA,FALSE,2018-08-29 15:11:24,"1034820822219857921","everyone","23468714","en",FALSE,"2009-03-09T17:44:06.000Z","Ben Martin","bendicoot","https://pbs.twimg.com/profile_images/685125623052939264/Y6OeS9CG_normal.jpg",FALSE,"Bike Ridin, Tree huggin,pet lovin vegan. My Magic is pretty chill.","Plattsburgh, NY","1589658419346440193",NA,NA,11,0,0,0,0,1328,2077,105971,132,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
"36","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D","1034821542893547520",NA,FALSE,2018-08-29 15:14:16,"1034821542893547520","everyone","4421722593","en",FALSE,"2015-12-09T01:58:38.000Z","🎄🎅JOY🎅🎄","missjoy1965","https://pbs.twimg.com/profile_images/1595927467499347968/G21xAtwj_normal.jpg",FALSE,"Cunning conundrum curating the curious. Owl ways, always. Let’s work together to save this planet. Resistance/BLM/ FullyVaccinated/MaskUp/ 🇺🇦","S.E. United States","752504505313423360",NA,NA,11,0,0,0,0,7039,7666,289937,347,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
"37","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D","1034939079320731648",NA,FALSE,2018-08-29 23:01:19,"1034939079320731648","everyone","138345799","en",FALSE,"2010-04-29T08:42:14.000Z","Halton Hui","haltonhui","https://pbs.twimg.com/profile_images/824431409083416576/IKaPcLqS_normal.jpg",FALSE,"Likes Disney. Cares about politics. #ProgressiveRevolution #NoDAPL","Hong Kong","824765799906869249",NA,NA,11,0,0,0,0,194,151,127713,4,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D"
