"","text","created_at.x","author_id","id","lang","possibly_sensitive","reply_settings","conversation_id","created_at.y","name","description","profile_image_url","verified","username","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","location","pinned_tweet_id","url","text_with_display_links","geo_place_id"
"11","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 21:57:55,"18066812","1378466821242818570","en",FALSE,"everyone","1378466821242818570","2008-12-12T01:51:20.000Z","Mimi","There's something happening here.....#LeftIsBest #BLM #M4A","https://pbs.twimg.com/profile_images/1445053744769601546/ox6gXy0d_normal.jpg",FALSE,"jrzygirlinfla",FALSE,76,0,0,0,0,5059,5496,121314,110,NA,"Tampa Bay","1495887186444570627",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"12","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 21:59:04,"1697941573","1378467112251981828","en",FALSE,"everyone","1378467112251981828","2013-08-25T02:13:20.000Z","TF","","https://pbs.twimg.com/profile_images/1542692194884141056/b_paUVij_normal.jpg",FALSE,"yypHarmony",FALSE,76,0,0,0,0,81,1782,21717,0,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"13","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:02:22,"2957626130","1378467942153740290","en",FALSE,"everyone","1378467942153740290","2015-01-03T19:25:05.000Z","Go Bolts!","#GoBolts | Defender of the TRUE Cuban sandwich (*with* salami) | Blocked by many, but I don't block. |  #BillsMafia","https://pbs.twimg.com/profile_images/1333118720319893506/uzXggW2s_normal.jpg",FALSE,"boltsfan954",FALSE,76,0,0,0,0,209,287,46297,2,NA,"Bradenton, FL","593856618116284417","https://t.co/9AyYZrwaKu","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"14","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:03:32,"23024891","1378468235159474184","en",FALSE,"everyone","1378468235159474184","2009-03-06T03:39:03.000Z","JS™","I do NOT shut up!
Truth Social - @1chordwonder

Calling out #MSM #PublicOfficials #Perverts #Abusers #Greed #Apathy #LookAlikes #TunnelDwellers","https://pbs.twimg.com/profile_images/1356119699730411520/QTtDdO40_normal.jpg",FALSE,"1ChordWonder",FALSE,76,0,0,0,0,3534,3541,186360,31,NA,"USA","1149535945533710336",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"15","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:26:36,"339783657","1378474041170874368","en",FALSE,"everyone","1378474041170874368","2011-07-21T17:09:01.000Z","Mike Fasano","Pasco County Tax Collector  mfasano@pascotaxes.com","https://pbs.twimg.com/profile_images/1453728107/Fasano_best_normal.jpg",FALSE,"fasanomike",FALSE,76,0,0,0,0,4479,820,19297,105,NA,"Pasco County",NA,"http://t.co/l83XCHBrop","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"16","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:27:12,"1141174632676057090","1378474190857248771","en",TRUE,"everyone","1378474190857248771","2019-06-19T02:43:29.000Z","🔻Anarcho-Catgirlism 🏴🏳️‍🌈","AnCom. Armed and Cuddly. Bi Poly Trans Femby Thembo, 28. They/them. Not gay as in happy, but queer as in fuck you. Oft NSFW. Black & Brown Lives Matter. ACAB 🔞","https://pbs.twimg.com/profile_images/1501538330277781506/YXVX9nsd_normal.jpg",FALSE,"practical_prole",FALSE,76,0,0,0,0,151,173,3764,0,NA,"Horny Jail, OR","1382735426645991429",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"17","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:30:52,"95339796","1378475114220650500","en",FALSE,"everyone","1378475114220650500","2009-12-08T03:13:04.000Z","CindyQwho","I AM a Child of GOD
“But I have raised you up for this very purpose, that I might show you my power & that my name might be proclaimed in all the earth” Ex9:16","https://pbs.twimg.com/profile_images/1398111955760652292/6DjukqIl_normal.jpg",FALSE,"CindyRules",FALSE,76,0,0,0,0,3130,5003,84398,8,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"18","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:35:41,"14526445","1378476326336786434","en",FALSE,"everyone","1378476326336786434","2008-04-25T13:48:13.000Z","Denise O'Berry","📌 Entrepreneur, author, small business expert. Tired of Twitter toxicity? Join me on POST at https://t.co/OnRMZ8qmVO","https://pbs.twimg.com/profile_images/1575172834468454401/-pnIVzQn_normal.jpg",FALSE,"deniseoberry",FALSE,76,0,0,0,0,19355,769,96151,495,NA,"Bristol TN",NA,"https://t.co/uoB0ZGBJNJ","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"19","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:40:16,"37486774","1378477477002149890","en",FALSE,"everyone","1378477477002149890","2009-05-03T19:53:27.000Z","Charlie Justice","Personal acct of Charlie Justice.","https://pbs.twimg.com/profile_images/1606397788992020483/7JaN06X1_normal.jpg",FALSE,"VoteJustice",FALSE,76,0,0,0,0,2063,1645,17769,82,NA,"Pinellas County, FL",NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"20","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:40:45,"18471312","1378477598636789762","en",FALSE,"everyone","1378477598636789762","2008-12-30T05:53:29.000Z","Ｇｉｒｌ Ｆｕｔｕｒｉｓｔ 🌻🇺🇦🇺🇸🇫🇷🌎","5xVaxxed 😷, artist w/ an MBA, dual American/French citizen. Futurist. Seeker of wisdom. Politics, green stuff, smart people. Art tweets at @GirlFuturistArt","https://pbs.twimg.com/profile_images/1500959774011125760/-PyPsVWD_normal.jpg",FALSE,"GirlFuturist",FALSE,76,0,0,0,0,3973,2000,294062,517,NA,"Boise, USA","1621726386955382784",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"21","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:45:13,"559662246","1378478725961019394","en",FALSE,"everyone","1378478725961019394","2012-04-21T14:17:19.000Z","StormTrackerJoe","Native Floridian swamp boy who loves storms... I survived Hurricane Ian (Irma, Jeanne, Charley & Elena too). Volunteer SKYWARN storm spotter.","https://pbs.twimg.com/profile_images/1137914301459701762/BzmRnFoy_normal.jpg",FALSE,"StormTrackerJoe",FALSE,76,0,0,0,0,595,559,8115,42,NA,"St Petersburg, FL","1295205044615348224",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"22","Call it what it is @GovRonDeSantis! It's not mixed saltwater, it's toxic wastewater that threatens all life land and sea!

State of Emergency Extended to Hillsborough, Pinellas Counties Over Phosphate Plant Collapse, Leak . https   www baynews9 com share fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",2021-04-03 22:45:26,"2491861332","1378478778247172098","en",FALSE,"everyone","1378478778247172098","2014-05-12T19:27:52.000Z","Greg Rodgers II -- 🌊🌊 🏳️‍🌈🇺🇲🌴🌎💙","West Coast born and raised and with now East Coast pizazz!    AZ ➡️ NC ➡️ FL = 🏡
(he/him)","https://pbs.twimg.com/profile_images/1140690276723433474/0kbIGfTl_normal.jpg",FALSE,"GreginFlorida",FALSE,0,0,0,0,0,1119,1676,5807,0,NA,"Clearwater, FL",NA,NA,"Call it what it is @GovRonDeSantis! It's not mixed saltwater, it's toxic wastewater that threatens all life land and sea!

State of Emergency Extended to Hillsborough, Pinellas Counties Over Phosphate Plant Collapse, Leak https://t.co/aWkuYT98F2",NA
"23","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 22:47:55,"346065447","1378479405937397762","en",FALSE,"everyone","1378479405937397762","2011-07-31T17:26:14.000Z","David Webber","@cassyhii ❤💕😻 Cookie and Carly 🐶💛","https://pbs.twimg.com/profile_images/1284636167535824896/-IeI0ASa_normal.jpg",FALSE,"Webber933",FALSE,76,0,0,0,0,429,3672,6108,1,NA,"Tampa, FL","1379445020693037057",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"24","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:01:35,"4913417736","1378482842825527298","en",FALSE,"everyone","1378482842825527298","2016-02-16T00:44:52.000Z","Dawnie123","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"antinori123",FALSE,76,0,0,0,0,25,164,272,2,NA,"Florida, USA",NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"25","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:02:43,"1066106491583766531","1378483129929887746","en",FALSE,"everyone","1378483129929887746","2018-11-23T23:09:29.000Z","Annie Banannie","","https://pbs.twimg.com/profile_images/1199674432580665345/NzjfYxTv_normal.jpg",FALSE,"IckesJanice",FALSE,76,0,0,0,0,515,471,56399,0,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"26","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:08:18,"62009570","1378484533809516544","en",FALSE,"everyone","1378484533809516544","2009-08-01T10:35:16.000Z","Rick Kriseman","Citizen. Dad. Husband. 53rd Mayor of St. Petersburg, Florida. Former state legislator, city councilman.","https://pbs.twimg.com/profile_images/1479660818409082890/kB9c4BD4_normal.jpg",FALSE,"Kriseman",FALSE,76,0,0,0,0,22389,482,20545,333,NA,"St Petersburg, FL","1478363364938207232",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"27","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:08:28,"1277727553202110467","1378484577665228803","en",FALSE,"everyone","1378484577665228803","2020-06-29T22:16:52.000Z","Vote Decent People In to Office 🏴‍☠️💚","It’s only a democracy if you participate ✊🏿✊🏾✊🏽✊🏼✊🏻#BreonnaTaylor #BlackTransLivesMatter Justice At Fort Hood #JusticeForElijahMcClain #PardonRealityWinner","https://pbs.twimg.com/profile_images/1594779099259670529/dGzcIi6W_normal.jpg",FALSE,"VoteForChanges",FALSE,76,0,0,0,0,2384,2794,322576,7,NA,"@TheRagtagBand","1409656221682921472","https://t.co/G0l625EUIB","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"28","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:08:35,"16048436","1378484603871170560","en",FALSE,"everyone","1378484603871170560","2008-08-29T22:49:47.000Z","🇺🇸🌿🕊🌿🌍","doin my homework : The Blue/Green Owl ❤","https://pbs.twimg.com/profile_images/3523854119/a4d949cf156b485463758487f7ca2410_normal.jpeg",FALSE,"towittertoo",FALSE,76,0,0,0,0,1173,2699,178066,61,NA,"Philadelphia, PA","1300403119919173632","https://t.co/T3bqEag9qp","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"29","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:10:28,"23438841","1378485080444784644","en",FALSE,"everyone","1378485080444784644","2009-03-09T14:10:30.000Z","Benjamin J. Kirby","Writing + PR + communications + stories + more || Dad x3 + married to @kkmarolf","https://pbs.twimg.com/profile_images/1560741994955161608/ZZayHWrg_normal.jpg",FALSE,"benjaminjkirby",FALSE,76,0,0,0,0,2992,4401,21609,88,NA,"St Petersburg, FL",NA,"https://t.co/vDfHet0PhR","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"30","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:12:57,"1354938594213949443","1378485705001816074","en",FALSE,"everyone","1378485705001816074","2021-01-28T23:45:28.000Z","Tee Griffith","♀  🐊 If I'm not in action I'm in traction 🦵😜😱 GENESIS 50:20","https://pbs.twimg.com/profile_images/1476560062571323398/1J7AMOsg_normal.jpg",FALSE,"TeeGriffith",FALSE,76,0,0,0,0,189,920,25990,3,NA,NA,"1438272127300513795",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"31","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:13:37,"13058782","1378485870249009159","en",FALSE,"everyone","1378485870249009159","2008-02-04T18:22:04.000Z","Seán Kinane WMNF","WMNF Community Radio news from #Tampa, #StPete, Sarasota #Florida & beyond. Tweets by WMNF News and Public Affairs Director Seán Kinane. he/him","https://pbs.twimg.com/profile_images/1519035778059358217/mUPjQqsF_normal.jpg",TRUE,"wmnfnews",FALSE,76,0,0,0,0,6627,2471,74218,358,NA,"Tampa, FL USA","1380000214661136388","https://t.co/bUWYk8x2JM","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"32","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:16:41,"101334380","1378486644379029504","en",FALSE,"everyone","1378486644379029504","2010-01-02T22:54:44.000Z","Martha Jackovics","Political news & opinion.","https://pbs.twimg.com/profile_images/1013287817097535489/ZwhDpR1v_normal.jpg",FALSE,"BeachPeanuts",FALSE,76,0,0,0,0,4781,1531,157488,195,NA,NA,NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"33","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:27:55,"23086574","1378489470274695169","en",FALSE,"everyone","1378489470274695169","2009-03-06T16:49:30.000Z","Arriadna🗽🇺🇸🌻","Dem💙🇺🇸, human rights, civil rights, a clean☮️🌎✨ #LibertyTree🌳✨7of9🖖(fan acc)✨The Resistance✨#BidenHarris ✨@Arriadna@mastodon.social.com✨","https://pbs.twimg.com/profile_images/1621671039431487489/Jlwoghr9_normal.jpg",FALSE,"Arriadna",FALSE,76,0,0,0,0,36974,25505,613160,6,NA,"WA","1393060741360537602","https://t.co/HrHqW307fH","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"34","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:29:10,"253226315","1378489783501135872","en",FALSE,"everyone","1378489783501135872","2011-02-16T20:28:37.000Z","Marilyn McDole","Educated in IL, WI & MN. Live in Oregon, WI. A fierce sense of fairness. I love education. Former business education teacher and Financial Spec at UW. #Resist","https://pbs.twimg.com/profile_images/551209220541284352/bdB3M4cJ_normal.jpeg",FALSE,"WIActivist",FALSE,76,0,0,0,0,4077,5005,203943,17,NA,"Oregon, WI",NA,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
"35","@BN9 @My_Dog_Friday Watch The Water!! We were warned!!",2021-04-03 23:31:19,"827004839620124672","1378490325069488128","en",FALSE,"everyone","1378466765248868353","2017-02-02T04:04:53.000Z","HeatherHeavens","Stop Settling, Start Living The Live You Deserve! 
❤️~ Be Happy and Grateful! Share Love & Kindness ~ ❤️  
        ✈️ ------- The Sky's The Limit! -------- ✈️","https://pbs.twimg.com/profile_images/1451957973547470848/4vSErwWf_normal.jpg",FALSE,"SeekTruthin2020",FALSE,0,0,2,0,0,434,562,5631,0,"17308428","Chicago, IL",NA,"https://t.co/cLNTX4GBCT",NA,NA
"36","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…",2021-04-03 23:32:18,"17178342","1378490573452099592","en",FALSE,"everyone","1378490573452099592","2008-11-05T02:54:26.000Z","drmaggiesa 💙🕶","Democrat to the core. The fight continues. See the elephantine mammals site if this site dies @drmaggiesa/mas.to 👉🏼But, I’ll be here until they pull the plug.","https://pbs.twimg.com/profile_images/2807627211/3a0d32805c6085aa004907cbcba3c793_normal.png",FALSE,"drmaggiesa",FALSE,76,0,0,0,0,1630,4929,493228,68,NA,"Texas, USA","1387570714102927364",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",NA
