"","text","id","reply_settings","possibly_sensitive","created_at.x","lang","author_id","conversation_id","created_at.y","name","username","location","description","protected","url","profile_image_url","verified","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","geo_place_id","text_with_display_links"
"178","Courtesy of Piney Point.

Environmental group discovers blue-green algae forming near Manatee River  via @10TampaBay. https   www wtsp com article tech science environment blue green algae robinson preserve manatee river 67 85001668 27cb 4c60 b1db 33bdb58ee460","1389990663240966146","everyone",FALSE,2021-05-05 17:09:33,"en","2369782657","1389990663240966146","2014-03-03T03:25:56.000Z","Terri 🌞 🌊","MyBeachChair","Florida, USA  🌞🇺🇸 🌊","Proud Army mom & animal lover. Worried about what is happening in our country, our environment & what will be left for my grandchildren.",FALSE,NA,"https://pbs.twimg.com/profile_images/1312585211088175104/6ZePWn0l_normal.jpg",FALSE,0,0,0,1,0,390,1493,84874,9,NA,NA,NA,"Courtesy of Piney Point.

Environmental group discovers blue-green algae forming near Manatee River https://t.co/X5Ql6tpXIK via @10TampaBay"
"179","A blue-green algae is to blame, fishermen say. . https   www mysuncoast com 2021 05 10 local fisherman see an abundance dead seagrass manatee county","1392077023091302401","everyone",FALSE,2021-05-11 11:20:00,"en","9581122","1392077023091302401","2007-10-21T15:57:27.000Z","ABC7 Sarasota","mysuncoast","Sarasota, Florida","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1",FALSE,"http://t.co/nQUeAxZ5Ke","https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg",TRUE,0,0,2,1,0,66846,853,88876,687,NA,NA,NA,"A blue-green algae is to blame, fishermen say. https://t.co/baCkEd1SjF"
"180","The bloom of lyngbya, a type of blue-green algae that appears brown, could be related to the April release of 215 million gallons of polluted water into Tampa Bay at Port Manatee from the closed phosphate plant Piney Point.
. https   www amisun com 2021 05 24 mats of algae clog marina affect business","1397208778517487623","everyone",FALSE,2021-05-25 15:11:46,"en","65658415","1397208778517487623","2009-08-14T15:21:38.000Z","Friends of the Everglades","FoEverglades","South Florida","Founded in 1969 by Marjory Stoneman Douglas, our mission is to protect, preserve & restore the only Everglades in the world. Science-driven, solutions-focused.",FALSE,"https://t.co/pxB4byokA3","https://pbs.twimg.com/profile_images/1380223893504466947/AnNcHo83_normal.jpg",FALSE,2,1,5,1,0,7524,1085,2938,130,NA,"1603402574308196356",NA,"The bloom of lyngbya, a type of blue-green algae that appears brown, could be related to the April release of 215 million gallons of polluted water into Tampa Bay at Port Manatee from the closed phosphate plant Piney Point.
https://t.co/hdrOFYf5x2"
"181","RT @FoEverglades: The bloom of lyngbya, a type of blue-green algae that appears brown, could be related to the April release of 215 million…","1397208914203189248","everyone",FALSE,2021-05-25 15:12:18,"en","785425199432863744","1397208914203189248","2016-10-10T10:22:14.000Z","SSton","SharinStone","Florida","Analyst, mother, RN, voter.",FALSE,NA,"https://pbs.twimg.com/profile_images/1046717212273315840/zxps2pAr_normal.jpg",FALSE,2,0,0,0,0,4278,4012,184910,26,NA,NA,NA,"The bloom of lyngbya, a type of blue-green algae that appears brown, could be related to the April release of 215 million gallons of polluted water into Tampa Bay at Port Manatee from the closed phosphate plant Piney Point.
https://t.co/hdrOFYf5x2"
"182","@FoEverglades AMI, Manatee County, COC, state need to file suit against the swine who caused the problem. Seems FLORIDA has more than it's share of corporate polluters. 🤬🤬🤬🤬🤬","1397297898086408193","everyone",FALSE,2021-05-25 21:05:54,"en","712477410545917952","1397208778517487623","2016-03-23T03:13:46.000Z","Sarah Wood","WoodSarahMar","Out there somewhere","RIP sweet Lily Belle ❤️ 🐾🌈
#wildearth • #Rafan • #NoleFam • #CavPack

Love is all that matters.  All else is dust and noise.",FALSE,NA,"https://pbs.twimg.com/profile_images/868989382891413508/NoN5c-Cm_normal.jpg",FALSE,0,0,0,0,0,1133,2318,33692,10,"65658415","1586465822654042114",NA,NA
"183","RT @FoEverglades: The bloom of lyngbya, a type of blue-green algae that appears brown, could be related to the April release of 215 million…","1397373723154558978","everyone",FALSE,2021-05-26 02:07:12,"en","120615121","1397373723154558978","2010-03-07T00:58:27.000Z","Miasma_theory 🦅🧬🐭","syntheticlethal","Florida, USA","I lecture in science but have more questions than answers.
My autism makes me honest to a fault. Masks over noses. Vaccinated. BLM. (he/him)",FALSE,NA,"https://pbs.twimg.com/profile_images/1446209116310052864/DaX8ehjp_normal.jpg",FALSE,2,0,0,0,0,138,916,2224,0,NA,"1386294815839621122",NA,"The bloom of lyngbya, a type of blue-green algae that appears brown, could be related to the April release of 215 million gallons of polluted water into Tampa Bay at Port Manatee from the closed phosphate plant Piney Point.
https://t.co/hdrOFYf5x2"
"184","Holmes Beach Mayor Judy Titsworth is our guest on the  podcast this week. She speaks with Dennis Mitch Maley about island parking, the blue green algae problem and more. . https   thebradentontimes com. https   the bradenton times podcast simplecast com","1402779171974225923","everyone",FALSE,2021-06-10 00:06:31,"en","22491377","1402779171974225923","2009-03-02T15:01:54.000Z","Mitch Maley","BradentonTimes","Bradenton, FL","Editor of https://t.co/8XJrWkBtux — Manatee County's most trusted source for fact-based news and analysis without an agenda!",FALSE,"https://t.co/TaeV0DVZPW","https://pbs.twimg.com/profile_images/1483887619452936196/UDG-eMxZ_normal.jpg",FALSE,0,0,0,0,0,8465,1445,14191,193,NA,NA,NA,"Holmes Beach Mayor Judy Titsworth is our guest on the https://t.co/ujOvKnXqoQ podcast this week. She speaks with Dennis Mitch Maley about island parking, the blue green algae problem and more. https://t.co/NQJJc7xNTJ"
"185","Scientist telling us Lyngbya (a kind of blue green algae) has gone down a bit in the last week and a half in the Anna Maria Sound and Palma Sola Bay Area (which is good news) but is still present and yes, smelly. Story on @mysuncoast at 6. See you then. . https   twitter com DaniCHurtado_ status 1405608327128784900 photo 1","1405608327128784900","everyone",FALSE,2021-06-17 19:28:34,"en","3537136815","1405608327128784900","2015-09-03T19:46:23.000Z","Daniela Hurtado","DaniCHurtado_","Houston, TX","@ABC13houston journalist.🎥 @UFJSchool Grad. 🐊 Former: @mysuncoast @KFYRTV @WUFTNews Have a tip? Daniela.C.Hurtado@abc.com ❤️: 🇻🇪🇺🇸",FALSE,"https://t.co/Fi0G8kdOQb","https://pbs.twimg.com/profile_images/1358933443716018184/LyeQ6uxo_normal.jpg",TRUE,0,1,2,0,0,2809,1147,8648,32,NA,NA,NA,"Scientist telling us Lyngbya (a kind of blue green algae) has gone down a bit in the last week and a half in the Anna Maria Sound and Palma Sola Bay Area (which is good news) but is still present and yes, smelly. Story on @mysuncoast at 6. See you then. https://t.co/4pszGODdRo"
"186","@DaniCHurtado_ @mysuncoast Thank you for staying with this unpleasant story.","1405611456134094855","everyone",FALSE,2021-06-17 19:41:00,"en","1130495022904877056","1405608327128784900","2019-05-20T15:26:31.000Z","dr did Get bivalent Boosted terdal","drterdal","Florida, USA","Husband, dad to adults, biologist (retired)",FALSE,NA,"https://pbs.twimg.com/profile_images/1404153684485971969/C-T8y_sN_normal.jpg",FALSE,0,0,1,0,0,82,573,1860,0,"3537136815",NA,NA,NA
"187","@CherylBatchelo3 I left FL b/c of the danger @MosaicCompany poses to the water in Central FL near where I lived. All the blue green algae issues the last few years and wildlife death are from nitrogen from phosphate mining. Plus their huge radioactive sinkhole and unstable stacks near Bradenton. ","1454671825338830850","everyone",FALSE,2021-10-31 04:49:24,"en","223243803","1454655156281282561","2010-12-05T20:41:20.000Z","Vati Ammatri","vatiammatri","Pittsburgh, PA","@vatiammatri@toad.social  Domestic Supply. Yinzer. Breathe. 
“Stay angry, little Meg,” Mrs Whatsit whispered. “You will need all your anger now.”",FALSE,NA,"https://pbs.twimg.com/profile_images/1478846801952350216/EQsTOwLt_normal.jpg",FALSE,0,0,0,0,0,1094,4574,38262,10,"3816613307",NA,NA,"@CherylBatchelo3 I left FL b/c of the danger @MosaicCompany poses to the water in Central FL near where I lived. All the blue green algae issues the last few years and wildlife death are from nitrogen from phosphate mining. Plus their huge radioactive sinkhole and unstable stacks near Bradenton"
